cuentaimputadaid,cuenta_padre,cuenta,cuentaanalisis,sucursal,centrocosto,debe,haber,deudor,acreedor,activo,pasivo,ingreso,gasto,tipocuentaid
40026810,1205 MAQUINARIAS Y EQUIPOS,1205-20 CABLES FIBRA OPTICA,,,,0,0,0,0,0,0,0,0,1
40026812,1205 MAQUINARIAS Y EQUIPOS,1205-21 IMPRESORAS,,,,0,0,0,0,0,0,0,0,1
40026834,1205 MAQUINARIAS Y EQUIPOS,1205-22 SELLADORA AUTOMATICA,,,,0,0,0,0,0,0,0,0,1
40026835,1205 MAQUINARIAS Y EQUIPOS,1205-23 TRASPALETA 2500 KG,,,,0,0,0,0,0,0,0,0,1
40026836,1205 MAQUINARIAS Y EQUIPOS,1205-24 GRUA HORQUILLA 1,,,,0,0,0,0,0,0,0,0,1
40026837,1205 MAQUINARIAS Y EQUIPOS,1205-25 CAMION EN LEASING,,,,0,0,0,0,0,0,0,0,1
40026838,1205 MAQUINARIAS Y EQUIPOS,1205-26 TRACTOR,,,,0,0,0,0,0,0,0,0,1
40026839,1205 MAQUINARIAS Y EQUIPOS,1205-27 PULVERIZADORA,,,,0,0,0,0,0,0,0,0,1
40026840,1205 MAQUINARIAS Y EQUIPOS,1205-28 PULVERIZADORA NEUMATICA,,,,0,0,0,0,0,0,0,0,1
40026841,1205 MAQUINARIAS Y EQUIPOS,1205-29 CONTENEDOR,,,,0,0,0,0,0,0,0,0,1
40026842,1205 MAQUINARIAS Y EQUIPOS,1205-30 DERECHO DE AGUA PARC.1 0.61,,,,0,0,0,0,0,0,0,0,1
40026871,1205 MAQUINARIAS Y EQUIPOS,1205-31 MAQUILA,,,,0,0,0,0,0,0,0,0,1
40026872,1205 MAQUINARIAS Y EQUIPOS,1205-32 PROYECTO EN CURSO PACKING,,,,0,0,0,0,0,0,0,0,1
40026873,1205 MAQUINARIAS Y EQUIPOS,1205-33 EQUIPOS,,,,0,0,0,0,0,0,0,0,1
40026874,1205 MAQUINARIAS Y EQUIPOS,1205-34 PARC. ROL 2045-066,,,,0,0,0,0,0,0,0,0,1
40026875,1205 MAQUINARIAS Y EQUIPOS,1205-35 PARC. ROL 390-483,,,,0,0,0,0,0,0,0,0,1
40026876,1205 MAQUINARIAS Y EQUIPOS,1205-36 PARC. ROL 390-484,,,,0,0,0,0,0,0,0,0,1
40027017,1205 MAQUINARIAS Y EQUIPOS,1205-37 MAQUINARIAS DEMOS,,,,0,0,0,0,0,0,0,0,1
40027027,1205 MAQUINARIAS Y EQUIPOS,1205-38 TRANSPALETAS,,,,0,0,0,0,0,0,0,0,1
40025690,1207 DEPRECIACION ACUMULADA (-),1207 DEPRECIACION ACUMULADA (-),,,,0,0,0,0,0,0,0,0,1
40025691,1207 DEPRECIACION ACUMULADA (-),1207-01 DEPRECIACION ACUMULADA M Y UT (-),,,,0,0,0,0,0,0,0,0,1
40025918,1207 DEPRECIACION ACUMULADA (-),1207-02 DEPRECIACION ACUMULADA M Y ENSERES (-),,,,0,0,0,0,0,0,0,0,1
40025919,1207 DEPRECIACION ACUMULADA (-),1207-03 DEPRECIACION ACUMULADA INSTALACIONES (-),,,,0,0,0,0,0,0,0,0,1
40025920,1207 DEPRECIACION ACUMULADA (-),1207-04 DEPRECIACION ACUMULADA P EN MARCHA (-),,,,0,0,0,0,0,0,0,0,1
40026136,1207 DEPRECIACION ACUMULADA (-),1207-05 DEPRECIACION ACUMULADA VEHICULOS,,,,0,0,0,0,0,0,0,0,1
40026153,1207 DEPRECIACION ACUMULADA (-),1207-07 AMORTIZACION ACUMULADA F-FEE,,,,0,0,0,0,0,0,0,0,1
40026185,1207 DEPRECIACION ACUMULADA (-),1207-08 DEPRECIACION ACUMULADA (-),,,,0,0,0,0,0,0,0,0,1
40026242,1207 DEPRECIACION ACUMULADA (-),1207-09 DEPRECIACION ACUMULADA PANTALLAS (-),,,,0,0,0,0,0,0,0,0,1
40026243,1207 DEPRECIACION ACUMULADA (-),1207-10 DEPRECIACION ACUMULADA ARTEFACTOS DE COCINA (-),,,,0,0,0,0,0,0,0,0,1
40026244,1207 DEPRECIACION ACUMULADA (-),1207-11 DEPRECIACION ACUMULADA COMPUTADORES Y OTROS (-),,,,0,0,0,0,0,0,0,0,1
40026245,1207 DEPRECIACION ACUMULADA (-),1207-12 DEPRECIACION ACUMULADA MUEBLES Y EQUIPOS (-),,,,0,0,0,0,0,0,0,0,1
40026250,1207 DEPRECIACION ACUMULADA (-),1207-13 DEPRECIACION ACUMULADA MAQUINARIAS (-),,,,0,0,0,0,0,0,0,0,1
40026477,1207 DEPRECIACION ACUMULADA (-),1207-14 DEPRECIACION ACUMULADA PLANTEL LECHERO,,,,0,0,0,0,0,0,0,0,1
40026635,1207 DEPRECIACION ACUMULADA (-),1207-15 DEPRECIACION ACUMULADA HERRAMIENTAS,,,,0,0,0,0,0,0,0,0,1
40026636,1207 DEPRECIACION ACUMULADA (-),1207-16 DEPRECIACION ACUMULADA BIENES RAICES,,,,0,0,0,0,0,0,0,0,1
40026638,1207 DEPRECIACION ACUMULADA (-),1207-17 DEPRECIACION ACUMULADA MAQUINAS DE OFICINA,,,,0,0,0,0,0,0,0,0,1
40026843,1207 DEPRECIACION ACUMULADA (-),1207-18 DEPRECIACION ACUMALADA HERRAMIENTAS,,,,0,0,0,0,0,0,0,0,1
40026844,1207 DEPRECIACION ACUMULADA (-),1207-19 DEPRECIACION ACUMALADA MAQUINARIAS Y EQUIPOS,,,,0,0,0,0,0,0,0,0,1
40026856,1207 DEPRECIACION ACUMULADA (-),1207-20 DEPRECIACION ACUMALADA EQUIPOS,,,,0,0,0,0,0,0,0,0,1
40026845,1207 DEPRECIACION ACUMULADA (-),1207-21 DEPRECIACION ACUMALADA EQUIPOS DE COMPUTACION,,,,0,0,0,0,0,0,0,0,1
40026846,1207 DEPRECIACION ACUMULADA (-),1207-22 DEPRECIACION ACUMALADA MUEBLES Y UTILES,,,,0,0,0,0,0,0,0,0,1
40027018,1207 DEPRECIACION ACUMULADA (-),1207-23 DEPRECIAICON ACUMULADA MAQUINARIAS DEMOS,,,,0,0,0,0,0,0,0,0,1
40027041,1207 DEPRECIACION ACUMULADA (-),1207-24 DEPRECIACION ACUMULADA CAMION GRUA,,,,0,0,0,0,0,0,0,0,1
40027042,1207 DEPRECIACION ACUMULADA (-),1207-25 DEPRECIACION ACUMULADA GRUA HORQUILLA,,,,0,0,0,0,0,0,0,0,1
40027043,1207 DEPRECIACION ACUMULADA (-),1207-26 DEPRECIACION ACUMULADA CONTENEDORES,,,,0,0,0,0,0,0,0,0,1
40027066,1207 DEPRECIACION ACUMULADA (-),1207-27 DEPRECIACIÓN ACUMULADA CELULARES,,,,0,0,0,0,0,0,0,0,1
40025692,1208 DEPRECIACION EJERCICIO (-),1208 DEPRECIACION EJERCICIO (-),,,,0,0,0,0,0,0,0,0,1
40025693,1208 DEPRECIACION EJERCICIO (-),1208-01 DEPRECIACION EJERCICIO (-),,,,0,0,0,0,0,0,0,0,1
40026759,1208 DEPRECIACION EJERCICIO (-),1208-02 AMORTIZACION DEL EJERCICIO (-),,,,0,0,0,0,0,0,0,0,1
40025694,1209 OTROS ACTIVOS FIJOS,1209 OTROS ACTIVOS FIJOS,,,,0,0,0,0,0,0,0,0,1
40025695,1209 OTROS ACTIVOS FIJOS,1209-01 MUEBLES UTILES E INSTALACIONES,,,,0,0,0,0,0,0,0,0,1
40025696,1209 OTROS ACTIVOS FIJOS,1209-02 HERRAMIENTAS Y ENSERES,,,,0,0,0,0,0,0,0,0,1
40025912,1209 OTROS ACTIVOS FIJOS,1209-03 INSTALACIONES,,,,0,0,0,0,0,0,0,0,1
40026148,1209 OTROS ACTIVOS FIJOS,1209-04 LOCAL DOGGIS MALL DEL CENTRO,,,,0,0,0,0,0,0,0,0,1
40026150,1209 OTROS ACTIVOS FIJOS,1209-05 LOCAL APUMANQUE TM,,,,0,0,0,0,0,0,0,0,1
40026198,1209 OTROS ACTIVOS FIJOS,1209-06 LOCALES COMERCIALES,,,,0,0,0,0,0,0,0,0,1
40026199,1209 OTROS ACTIVOS FIJOS,1209-07 GASTOS PUESTA EN MARCHA,,,,0,0,0,0,0,0,0,0,1
40026221,1209 OTROS ACTIVOS FIJOS,1209-08 AMORTIZACION GASTOS PUESTA EN MARCHA,,,,0,0,0,0,0,0,0,0,1
40026347,1209 OTROS ACTIVOS FIJOS,1209-09 MAQ. Y EQUIPOS COMPUTACIONAL,,,,0,0,0,0,0,0,0,0,1
40026348,1209 OTROS ACTIVOS FIJOS,1209-10 MAQ. Y EQUIPOS COM. COMUNIC.,,,,0,0,0,0,0,0,0,0,1
40026352,1209 OTROS ACTIVOS FIJOS,1209-11 IMPLEMENTACION DE NUEVOS SISTEMAS,,,,0,0,0,0,0,0,0,0,1
40026353,1209 OTROS ACTIVOS FIJOS,1209-12 AMORTIZAC.AC. LICENCIAS Y FRANQ.,,,,0,0,0,0,0,0,0,0,1
40026354,1209 OTROS ACTIVOS FIJOS,1209-13 AMORT. AC. IMPLEMENTAC. NUEVOS SIST.,,,,0,0,0,0,0,0,0,0,1
40026486,1209 OTROS ACTIVOS FIJOS,1209-14 CELULARES,,,,0,0,0,0,0,0,0,0,1
40026487,1209 OTROS ACTIVOS FIJOS,1209-15 EQUIPOS ELECTRONICOS,,,,0,0,0,0,0,0,0,0,1
40026488,1209 OTROS ACTIVOS FIJOS,1209-16 HERRAMIENTAS,,,,0,0,0,0,0,0,0,0,1
40026489,1209 OTROS ACTIVOS FIJOS,1209-17 MENAJE Y COCINA,,,,0,0,0,0,0,0,0,0,1
40026490,1209 OTROS ACTIVOS FIJOS,1209-18 ROPA DE CAMA,,,,0,0,0,0,0,0,0,0,1
40026491,1209 OTROS ACTIVOS FIJOS,1209-19 ELECTRODOMESTICOS,,,,0,0,0,0,0,0,0,0,1
40026492,1209 OTROS ACTIVOS FIJOS,1209-20 DECORACION,,,,0,0,0,0,0,0,0,0,1
40026507,1209 OTROS ACTIVOS FIJOS,1209-21 PLANTA PRODUCTIVA,,,,0,0,0,0,0,0,0,0,1
40026637,1209 OTROS ACTIVOS FIJOS,1209-22 MAQUINAS DE OFICINA,,,,0,0,0,0,0,0,0,0,1
40026749,1209 OTROS ACTIVOS FIJOS,1209-23 AMORTIZACION ACUMULADA,,,,0,0,0,0,0,0,0,0,1
40026787,1209 OTROS ACTIVOS FIJOS,1209-24 OTROS ACTIVOS,,,,0,0,0,0,0,0,0,0,1
40026998,1209 OTROS ACTIVOS FIJOS,1209-25 INFRAEST. ESTABLECIMIE NTOS,,,,0,0,0,0,0,0,0,0,1
40025697,,13 OTROS ACTIVOS,,,,0,0,0,0,0,0,0,0,1
40025698,1301 DERECHOS OTRAS EMPRESAS,1301 DERECHOS OTRAS EMPRESAS,,,,0,0,0,0,0,0,0,0,1
40025699,1301 DERECHOS OTRAS EMPRESAS,1301-01 DERECHOS OTRAS EMPRESAS,,,,0,0,0,0,0,0,0,0,1
40026349,1301 DERECHOS OTRAS EMPRESAS,1301-02 INVERSIONES EN EMPRESA RELACIONADAS,,,,0,0,0,0,0,0,0,0,1
40026541,1301 DERECHOS OTRAS EMPRESAS,1301-05 INVERSION EERR CARTONPACK,,,,0,0,0,0,0,0,0,0,1
40026542,1301 DERECHOS OTRAS EMPRESAS,1301-06 INVERSION EN EERR INMOVILIARIA KUPSAN,,,,0,0,0,0,0,0,0,0,1
40026543,1301 DERECHOS OTRAS EMPRESAS,1301-07 INVERSION EERR INVERSIONES GRUPO KUPSAN,,,,0,0,0,0,0,0,0,0,1
40026784,1301 DERECHOS OTRAS EMPRESAS,1301-08 INVERSIONES EN BOLSA,,,,0,0,0,0,0,0,0,0,1
40025700,1303 DERECHOS DE LLAVES,1303 DERECHOS DE LLAVES,,,,0,0,0,0,0,0,0,0,1
40025701,1303 DERECHOS DE LLAVES,1303-01 DERECHOS DE LLAVES,,,,0,0,0,0,0,0,0,0,1
40026197,1303 DERECHOS DE LLAVES,1303-02 SOFTWARE DESARROLLADO,,,,0,0,0,0,0,0,0,0,1
40026380,1303 DERECHOS DE LLAVES,1303-03 INVERSIONES EN OTRAS SOCIEDADES,,,,0,0,0,0,0,0,0,0,1
40026641,1303 DERECHOS DE LLAVES,1303-04 PAGINA INFORMATICA,,,,0,0,0,0,0,0,0,0,1
40026748,1303 DERECHOS DE LLAVES,1303-05 DERECHO DE MARCA,,,,0,0,0,0,0,0,0,0,1
40025702,1305 FLUCTUACION DE VALORES,1305 FLUCTUACION DE VALORES,,,,0,0,0,0,0,0,0,0,1
40025703,1305 FLUCTUACION DE VALORES,1305-01 FLUCTUACION DE VALORES,,,,0,0,0,0,0,0,0,0,1
40025704,1306 MARCAS COMERCIALES,1306 MARCAS COMERCIALES,,,,0,0,0,0,0,0,0,0,1
40025705,1306 MARCAS COMERCIALES,1306-01 FRANQUICIA,,,,0,0,0,0,0,0,0,0,1
40026350,1306 MARCAS COMERCIALES,1306-02 DERECHO DE AGUAS,,,,0,0,0,0,0,0,0,0,1
40026351,1306 MARCAS COMERCIALES,1306-03 LICENCIAS Y FRANQUICIAS,,,,0,0,0,0,0,0,0,0,1
40025706,,19 CUENTAS DE ORDEN DEBE,,,,0,0,0,0,0,0,0,0,1
40025707,1903 BOLETAS DE GARANTIA,1903 BOLETAS DE GARANTIA,,,,0,0,0,0,0,0,0,0,1
40025708,1903 BOLETAS DE GARANTIA,1903-01 BOLETAS DE GARANTIA,,,,0,0,0,0,0,0,0,0,1
40025709,1904 LETRAS DESCONTADAS,1904 LETRAS DESCONTADAS,,,,0,0,0,0,0,0,0,0,1
40025710,1904 LETRAS DESCONTADAS,1904-01 LETRAS DESCONTADAS,,,,0,0,0,0,0,0,0,0,1
40025711,1905 DOCUMENTOS EN GARANTIA,1905 DOCUMENTOS EN GARANTIA,,,,0,0,0,0,0,0,0,0,1
40025712,1905 DOCUMENTOS EN GARANTIA,1905-01 DOCUMENTOS EN GARANTIAS,,,,0,0,0,0,0,0,0,0,1
40026262,1905 DOCUMENTOS EN GARANTIA,1905-02 ARRIENDO EN GARANTIA,,,,0,0,0,0,0,0,0,0,1
40026363,1905 DOCUMENTOS EN GARANTIA,1905-03 INGRESOS FUTUROS,,,,0,0,0,0,0,0,0,0,1
40026813,1905 DOCUMENTOS EN GARANTIA,1905-04 CESIÓN DERECHO DE VEHICULOS,,,,0,0,0,0,0,0,0,0,1
40025713,1906 ACCIONES SUSCRITAS,1906 ACCIONES SUSCRITAS,,,,0,0,0,0,0,0,0,0,1
40025714,1906 ACCIONES SUSCRITAS,1906-01 ACCIONES SUSCRITAS,,,,0,0,0,0,0,0,0,0,1
40026478,1906 ACCIONES SUSCRITAS,1906-02 CUOTAS COLUN,,,,0,0,0,0,0,0,0,0,1
40026145,1907 INTERES DIFERIDO,1907 INTERES DIFERIDO,,,,0,0,0,0,0,0,0,0,1
40026146,1907 INTERES DIFERIDO,1907-01 INTERES DIFERIDO CREDITO,,,,0,0,0,0,0,0,0,0,1
40026755,1907 INTERES DIFERIDO,1907-02 INTERESES POR CONVENIOS TESORERIA,,,,0,0,0,0,0,0,0,0,1
40026762,1907 INTERES DIFERIDO,1907-03 SEGURO CREDITO,,,,0,0,0,0,0,0,0,0,1
40026959,1907 INTERES DIFERIDO,1907-04 INTERESES PRESTAMO TERCEROS,,,,0,0,0,0,0,0,0,0,1
40027046,1907 INTERES DIFERIDO,1907-05 COMISIONES DIFERIDAS CREDITO,,,,0,0,0,0,0,0,0,0,1
40025715,,2 PASIVOS,,,,0,0,0,0,0,0,0,0,2
40025716,,21 PASIVO CIRCULANTE,,,,0,0,0,0,0,0,0,0,2
40025717,2101 BANCOS ACREEDORES,2101 BANCOS ACREEDORES,,,,0,0,0,0,0,0,0,0,2
40025718,2101 BANCOS ACREEDORES,2101-01 EGRESOS FUNDACION,,,,0,0,0,0,0,0,0,0,2
40026067,2101 BANCOS ACREEDORES,2101-02 OBLIG.CON BANCOS CORTO PLAZO,,,,0,0,0,0,0,0,0,0,2
40026147,2101 BANCOS ACREEDORES,2101-03 LINEA DE SOBREGIRO BANCO DE CHILE,,,,0,0,0,0,0,0,0,0,2
40026192,2101 BANCOS ACREEDORES,2101-04 LINEA DE CREDITO BCO SANTANDER,,,,0,0,0,0,0,0,0,0,2
40026193,2101 BANCOS ACREEDORES,2101-05 LINEA DE CREDITO BCO BBVA,,,,0,0,0,0,0,0,0,0,2
40026246,2101 BANCOS ACREEDORES,2101-06 LINEA DE SOBREGIRO BCI,,,,0,0,0,0,0,0,0,0,2
40026247,2101 BANCOS ACREEDORES,2101-07 LINEA DE SOBREGIRO SECURITY,,,,0,0,0,0,0,0,0,0,2
40026248,2101 BANCOS ACREEDORES,2101-08 LINEA COMERCIO EXTERIOR,,,,0,0,0,0,0,0,0,0,2
40026258,2101 BANCOS ACREEDORES,2101-09 LINEA COMEX ITAU USD,,,,0,0,0,0,0,0,0,0,2
40026259,2101 BANCOS ACREEDORES,2101-10 LINEA COMEX SANTANDER USD,,,,0,0,0,0,0,0,0,0,2
40026337,2101 BANCOS ACREEDORES,2101-11 LINEA DE CREDITO BANCO ITAÚ,,,,0,0,0,0,0,0,0,0,2
40026071,2101 BANCOS ACREEDORES,2101-12 OBLIG.C/BCO.CHILE CORTO PLAZO,,,,0,0,0,0,0,0,0,0,2
40026072,2101 BANCOS ACREEDORES,2101-13 OBLIG.C/BCO.STDER CORTO PLAZO,,,,0,0,0,0,0,0,0,0,2
40026229,2101 BANCOS ACREEDORES,2101-14 OBLIG.C/BCO.SECURITY CORTO PLAZO,,,,0,0,0,0,0,0,0,0,2
40026260,2101 BANCOS ACREEDORES,2101-15 ACREEDORES POR LEASING CORTO PLAZO,,,,0,0,0,0,0,0,0,0,2
40026263,2101 BANCOS ACREEDORES,2101-16 LINEA COMEX ITAU EURO,,,,0,0,0,0,0,0,0,0,2
40026264,2101 BANCOS ACREEDORES,2101-17 LINEA COMEX SANTANDER EURO,,,,0,0,0,0,0,0,0,0,2
40026338,2101 BANCOS ACREEDORES,2101-18 LINEA DE CREDITO BCO CHILE,,,,0,0,0,0,0,0,0,0,2
40026340,2101 BANCOS ACREEDORES,2101-19 LINEA DE CREDITO BANCO INTERNACIONAL,,,,0,0,0,0,0,0,0,0,2
40026360,2101 BANCOS ACREEDORES,2101-20 OBLIGACIONES A C/PLAZO BCO SCOTIBANK,,,,0,0,0,0,0,0,0,0,2
40026361,2101 BANCOS ACREEDORES,2101-21 OBLIGACIONES A C/PLAZO BCO ESTADO,,,,0,0,0,0,0,0,0,0,2
40026362,2101 BANCOS ACREEDORES,2101-22 LINEA DE CREDITO BCO ESTADO,,,,0,0,0,0,0,0,0,0,2
40026365,2101 BANCOS ACREEDORES,2101-23 LINEA DE CREDITO BCO SCOTIABANK,,,,0,0,0,0,0,0,0,0,2
40026371,2101 BANCOS ACREEDORES,2101-24 OBLIGACIONES A C/PLAZO BCO ITAU,,,,0,0,0,0,0,0,0,0,2
40026381,2101 BANCOS ACREEDORES,2101-25 LINEA CREDITO BANCO BCI,,,,0,0,0,0,0,0,0,0,2
40026397,2101 BANCOS ACREEDORES,2101-26 OBLIGACIONES C/PLAZO CONSORCIO,,,,0,0,0,0,0,0,0,0,2
40026420,2101 BANCOS ACREEDORES,2101-27 LINEA COMEX BCO CHILE USD,,,,0,0,0,0,0,0,0,0,2
40026421,2101 BANCOS ACREEDORES,2101-28 LINEA COMEX BCO CHILE EURO,,,,0,0,0,0,0,0,0,0,2
40026422,2101 BANCOS ACREEDORES,2101-29 LINEA COMEX BCO SECURITY USD,,,,0,0,0,0,0,0,0,0,2
40026423,2101 BANCOS ACREEDORES,2101-30 LINEA COMEX BCO SECURITY EURO,,,,0,0,0,0,0,0,0,0,2
40026495,2101 BANCOS ACREEDORES,2101-31 LINEA COMEX USD BCO ESTADO,,,,0,0,0,0,0,0,0,0,2
40026496,2101 BANCOS ACREEDORES,2101-32 LINEA COMEX EURO BCO ESTADO,,,,0,0,0,0,0,0,0,0,2
40026503,2101 BANCOS ACREEDORES,2101-33 Credito Leasing BCI,,,,0,0,0,0,0,0,0,0,2
40026609,2101 BANCOS ACREEDORES,2101-34 CUENTA CORRIENTE MERCANTIL,,,,0,0,0,0,0,0,0,0,2
40026651,2101 BANCOS ACREEDORES,2101-35 CAJA CHICA POR PAGAR,,,,0,0,0,0,0,0,0,0,2
40026847,2101 BANCOS ACREEDORES,2101-36 PRESTAMO PATRICIA RIOS L/PLAZO,,,,0,0,0,0,0,0,0,0,2
40026848,2101 BANCOS ACREEDORES,2101-37 PRESTAMO CRISSE ACEVEDO L/PLAZO,,,,718821,0,718821,0,718821,0,0,0,2
40026931,2101 BANCOS ACREEDORES,2101-38 LINEA SOBREGIRO B.INTERNACIONAL,,,,0,0,0,0,0,0,0,0,2
40026967,2101 BANCOS ACREEDORES,2101-39 CUENTA CORRIENTE MERCANTIL DERMAPLASTIC,,,,0,0,0,0,0,0,0,0,2
40026972,2101 BANCOS ACREEDORES,2101-40 CUENTAS POR COBRAR SYMPLE MEXICO,,,,0,0,0,0,0,0,0,0,2
40026973,2101 BANCOS ACREEDORES,2101-41 LINEA SOBREGIRO BANCO BICE,,,,0,0,0,0,0,0,0,0,2
40026073,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,,,,0,0,0,0,0,0,0,0,2
40026849,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-01 PRESTAMO BCO. BCI HIPOTECARIO 202,,,,2374033,0,2374033,0,2374033,0,0,0,2
40026850,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-02 PRESTAMO BCO. BCI L/PLAZO 2023,,,,0,0,0,0,0,0,0,0,2
40026851,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-03 PRESTAMO BCO. CHILE C/PLAZO 2023,,,,0,0,0,0,0,0,0,0,2
40026074,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-12 OBLIG.C/BCO.CHILE CUOTA C/PLAZO,,,,0,0,0,0,0,0,0,0,2
40026075,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-13 OBLIG.C/BCO.STDER CUOTA C/PLAZO,,,,0,0,0,0,0,0,0,0,2
40026500,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-14 OBLIG CON BCO SCOTIABANK,,,,0,0,0,0,0,0,0,0,2
40026501,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-15 OBLIG CON LEASING,,,,0,0,0,0,0,0,0,0,2
40026692,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-16 REMESA BANCO ESTADO,,,,0,0,0,0,0,0,0,0,2
40026883,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-17 PRESTAMO 1 BCO. CHILE C/PLAZO,,,,0,0,0,0,0,0,0,0,2
40026884,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-18 PRESTAMO 2 BCO. CHILE L/PLAZO,,,,0,0,0,0,0,0,0,0,2
40026885,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-19 PRESTAMO 3 BCO. CHILE L/PLAZO,,,,0,0,0,0,0,0,0,0,2
40026949,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-20 CREDITO AUTOMOTRIZ BK 473086,,,,0,0,0,0,0,0,0,0,2
40026950,2102 OBLIGACION CON BCOS.CTAS C/PLAZO,2102-21 CREDITO AUTOMOTRIZ BK 485347,,,,0,0,0,0,0,0,0,0,2
40025719,2104 DIVIDENDOS POR PAGAR,2104 DIVIDENDOS POR PAGAR,,,,0,0,0,0,0,0,0,0,2
40025720,2104 DIVIDENDOS POR PAGAR,2104-01 DIVIDENDOS POR PAGAR,,,,0,0,0,0,0,0,0,0,2
40026594,2104 DIVIDENDOS POR PAGAR,2104-02 GARANTIAS DE ARRIENDO POR PAGAR,,,,0,0,0,0,0,0,0,0,2
40026756,2104 DIVIDENDOS POR PAGAR,2104-03 GASTO COMUN ANTICIPADO,,,,0,0,0,0,0,0,0,0,2
40025721,2105 CUENTAS POR PAGAR,2105 CUENTAS POR PAGAR,,,,0,0,0,0,0,0,0,0,2
40025722,2105 CUENTAS POR PAGAR,2105-01 FACTURAS POR PAGAR,,,,89099069,108877082,0,19778013,0,19778013,0,0,2
40025723,2105 CUENTAS POR PAGAR,2105-02 IMP GIRADOS,,,,0,0,0,0,0,0,0,0,2
40025724,2105 CUENTAS POR PAGAR,2105-03 CUENTA POR PAGAR MLT FRANCIA,,,,0,0,0,0,0,0,0,0,2
40025913,2105 CUENTAS POR PAGAR,2105-04 HONORARIOS POR PAGAR,,,,927500,927500,0,0,0,0,0,0,2
40025980,2105 CUENTAS POR PAGAR,2105-05 PROVEEDORES LOCAL DOGGIS,,,,0,0,0,0,0,0,0,0,2
40026021,2105 CUENTAS POR PAGAR,2105-06 FACT X P FERTRI 1,,,,0,0,0,0,0,0,0,0,2
40026022,2105 CUENTAS POR PAGAR,2105-07 FACT X PAGAR FERTRI 2,,,,0,0,0,0,0,0,0,0,2
40026023,2105 CUENTAS POR PAGAR,2105-08 FACT X PAGAR JM FERTRI,,,,0,0,0,0,0,0,0,0,2
40026024,2105 CUENTAS POR PAGAR,2105-09 FACT X PAGAR JM BANDERA,,,,0,0,0,0,0,0,0,0,2
40026025,2105 CUENTAS POR PAGAR,2105-10 FACT X PAGAR JM JAPIMAX,,,,0,0,0,0,0,0,0,0,2
40026026,2105 CUENTAS POR PAGAR,2105-11 FACT X PAGAR DOG BANDERA,,,,0,0,0,0,0,0,0,0,2
40026027,2105 CUENTAS POR PAGAR,2105-12 FACT X PAGAR DOG JAPIMAX,,,,0,0,0,0,0,0,0,0,2
40026028,2105 CUENTAS POR PAGAR,2105-13 FACT X PAGAR ESPACIO M,,,,0,0,0,0,0,0,0,0,2
40026029,2105 CUENTAS POR PAGAR,2105-14 FACT X PAGAR APUMANQUE,,,,0,0,0,0,0,0,0,0,2
40026030,2105 CUENTAS POR PAGAR,2105-15 FACT X PAGAR ESC MILITAR,,,,0,0,0,0,0,0,0,0,2
40026031,2105 CUENTAS POR PAGAR,2105-16 FACT X PAGAR COSTANERA C,,,,0,0,0,0,0,0,0,0,2
40026032,2105 CUENTAS POR PAGAR,2105-17 PROVEEDORES NACIONALES,,,,0,0,0,0,0,0,0,0,2
40026061,2105 CUENTAS POR PAGAR,2105-18 REMUNERACIONES POR PAGAR,,,,0,0,0,0,0,0,0,0,2
40026065,2105 CUENTAS POR PAGAR,2105-19 FACT  X PAGAR DOG MALL DEL CENTRO,,,,0,0,0,0,0,0,0,0,2
40026070,2105 CUENTAS POR PAGAR,2105-20 FACT.OFICINA,,,,0,0,0,0,0,0,0,0,2
40026082,2105 CUENTAS POR PAGAR,2105-21 FACT.X PAGAR JM PTE.ALTO.,,,,0,0,0,0,0,0,0,0,2
40026083,2105 CUENTAS POR PAGAR,2105-22 FXP JM ARAUCO MAIPU,,,,0,0,0,0,0,0,0,0,2
40026084,2105 CUENTAS POR PAGAR,2105-23 FXP JM SN BDO,,,,0,0,0,0,0,0,0,0,2
40026089,2105 CUENTAS POR PAGAR,2105-24 FXP NATANIEL COX,,,,0,0,0,0,0,0,0,0,2
40026090,2105 CUENTAS POR PAGAR,2105-25 FXP EXPOSICION,,,,0,0,0,0,0,0,0,0,2
40026091,2105 CUENTAS POR PAGAR,2105-26 FXP PZA.SUR SN.BDO,,,,0,0,0,0,0,0,0,0,2
40026092,2105 CUENTAS POR PAGAR,2105-27 FXP LIDER VM,,,,0,0,0,0,0,0,0,0,2
40026135,2105 CUENTAS POR PAGAR,2105-28 REMUNERACIONES POR PAGAR 2017,,,,0,0,0,0,0,0,0,0,2
