cuentaimputadaid,cuenta_padre,cuenta,cuentaanalisis,sucursal,centrocosto,debe,haber,deudor,acreedor,activo,pasivo,ingreso,gasto,tipocuentaid
40025654,1108 IMPTOS. POR RECUPERAR,1108-02 IVA CREDITO FISCAL,,,,17070126,27705,17042421,0,17042421,0,0,0,1
40025655,1108 IMPTOS. POR RECUPERAR,1108-04 CREDITO ART. 33 BIS,,,,0,0,0,0,0,0,0,0,1
40026580,1108 IMPTOS. POR RECUPERAR,1108-05 CREDITO EMPRESA CONSTRUCTORA,,,,0,0,0,0,0,0,0,0,1
40025656,1108 IMPTOS. POR RECUPERAR,1108-06 CREDITO SENCE,,,,0,0,0,0,0,0,0,0,1
40025976,1108 IMPTOS. POR RECUPERAR,1108-07 IMPUESTOS POR RECUPERAR,,,,0,0,0,0,0,0,0,0,1
40026157,1108 IMPTOS. POR RECUPERAR,1108-08 IMPTO A LAS CARNES 5%,,,,0,0,0,0,0,0,0,0,1
40026454,1108 IMPTOS. POR RECUPERAR,1108-09 IMPUESTO ESPECIFICO DIESEL,,,,0,0,0,0,0,0,0,0,1
40026882,1108 IMPTOS. POR RECUPERAR,1108-10 REMANENTE IVA CREDITO,,,,0,0,0,0,0,0,0,0,1
40026964,1108 IMPTOS. POR RECUPERAR,1108-11 ANTICIPO CAMBIO DE SUJETO,,,,0,0,0,0,0,0,0,0,1
40025657,1109 EXISTENCIAS,1109 EXISTENCIAS,,,,0,0,0,0,0,0,0,0,1
40025658,1109 EXISTENCIAS,1109-01 MERCADERIAS,,,,0,0,0,0,0,0,0,0,1
40025659,1109 EXISTENCIAS,1109-02 INVENTARIO MAQUINARIA,,,,0,0,0,0,0,0,0,0,1
40025660,1109 EXISTENCIAS,1109-03 MATERIALES,,,,0,0,0,0,0,0,0,0,1
40025661,1109 EXISTENCIAS,1109-04 DESECHABLE FERTRI 1,,,,0,0,0,0,0,0,0,0,1
40025662,1109 EXISTENCIAS,1109-05 DESECHABLE FERTRI 2,,,,0,0,0,0,0,0,0,0,1
40025663,1109 EXISTENCIAS,1109-06 ENVASES Y ETIQUETAS,,,,0,0,0,0,0,0,0,0,1
40025929,1109 EXISTENCIAS,1109-07 UNIFORME PERSONAL,,,,0,0,0,0,0,0,0,0,1
40025948,1109 EXISTENCIAS,1109-08 MERCADERIAS ALFUCAL,,,,0,0,0,0,0,0,0,0,1
40025958,1109 EXISTENCIAS,1109-09 MERCADERIAS MANICURISTAS,,,,0,0,0,0,0,0,0,0,1
40025970,1109 EXISTENCIAS,1109-10 KERATINA LOCALES,,,,0,0,0,0,0,0,0,0,1
40025981,1109 EXISTENCIAS,1109-11 MERCADERIAS FERTRI 1,,,,0,0,0,0,0,0,0,0,1
40025982,1109 EXISTENCIAS,1109-12 MERCADERIAS FERTRI 2,,,,0,0,0,0,0,0,0,0,1
40025983,1109 EXISTENCIAS,1109-13 MERCADERIAS CORNER FER 1,,,,0,0,0,0,0,0,0,0,1
40025984,1109 EXISTENCIAS,1109-14 MERCADERIAS CORNER FER 2,,,,0,0,0,0,0,0,0,0,1
40026007,1109 EXISTENCIAS,1109-15 MERCADERIA SANTA LUCIA,,,,0,0,0,0,0,0,0,0,1
40026008,1109 EXISTENCIAS,1109-16 MERCADERIA LA NOVENA,,,,0,0,0,0,0,0,0,0,1
40026011,1109 EXISTENCIAS,1109-17 DESECHABLES,,,,0,0,0,0,0,0,0,0,1
40026012,1109 EXISTENCIAS,1109-18 MERCADERIA JM INTERMODAL,,,,0,0,0,0,0,0,0,0,1
40026019,1109 EXISTENCIAS,1109-19 DESECHABLE JM INTERMODAL,,,,0,0,0,0,0,0,0,0,1
40026033,1109 EXISTENCIAS,1109-20 MERCADERÍAS DOGGIS BANDERA,,,,0,0,0,0,0,0,0,0,1
40026034,1109 EXISTENCIAS,1109-21 DESECHABLE DOGGIS BANDERA,,,,0,0,0,0,0,0,0,0,1
40026035,1109 EXISTENCIAS,1109-22 MERCADERIAS JM BANDERA,,,,0,0,0,0,0,0,0,0,1
40026036,1109 EXISTENCIAS,1109-23 DESECHABLE JM BANDERA,,,,0,0,0,0,0,0,0,0,1
40026037,1109 EXISTENCIAS,1109-24 MERCADERIAS DOGGIS JAPIMAX,,,,0,0,0,0,0,0,0,0,1
40026038,1109 EXISTENCIAS,1109-25 DESECHABLE DOGGIS JAPIMAX,,,,0,0,0,0,0,0,0,0,1
40026039,1109 EXISTENCIAS,1109-26 MERCADERIAS JM JAPIMAX,,,,0,0,0,0,0,0,0,0,1
40026040,1109 EXISTENCIAS,1109-27 DESECHABLE JM JAPIMAX,,,,0,0,0,0,0,0,0,0,1
40026042,1109 EXISTENCIAS,1109-28 MERCADERÍAS DOGGIS ESPACIO M,,,,0,0,0,0,0,0,0,0,1
40026043,1109 EXISTENCIAS,1109-29 DESECHABLES DOGGIS ESPACIO M,,,,0,0,0,0,0,0,0,0,1
40026048,1109 EXISTENCIAS,1109-30 ARTICULOS DE ASEO,,,,0,0,0,0,0,0,0,0,1
40026049,1109 EXISTENCIAS,1109-31 ARTÍCULOS DE ESCRITORIO,,,,0,0,0,0,0,0,0,0,1
40026063,1109 EXISTENCIAS,1109-32 MERCADERÍAS DOGGIS MALL DEL CENTRO,,,,0,0,0,0,0,0,0,0,1
40026064,1109 EXISTENCIAS,1109-33 DESECHABLES DOGGIS MALL DEL CENTRO,,,,0,0,0,0,0,0,0,0,1
40026085,1109 EXISTENCIAS,1109-34 MERCD.JM ARAUCO MAIPU,,,,0,0,0,0,0,0,0,0,1
40026086,1109 EXISTENCIAS,1109-35 DESECH.JM ARAUCO MAIPI,,,,0,0,0,0,0,0,0,0,1
40026087,1109 EXISTENCIAS,1109-36 MERCAD.JM SN BDO.,,,,0,0,0,0,0,0,0,0,1
40026088,1109 EXISTENCIAS,1109-37 DESECH.JM SN BDO,,,,0,0,0,0,0,0,0,0,1
40026093,1109 EXISTENCIAS,1109-38 MERCD.NATANIEL COX,,,,0,0,0,0,0,0,0,0,1
40026094,1109 EXISTENCIAS,1109-39 DESECH.NATANIEL COX,,,,0,0,0,0,0,0,0,0,1
40026095,1109 EXISTENCIAS,1109-40 MERCD.EXPOSICION DOGGIS,,,,0,0,0,0,0,0,0,0,1
40026096,1109 EXISTENCIAS,1109-41 DESECH.EXPOSICION,,,,0,0,0,0,0,0,0,0,1
40026097,1109 EXISTENCIAS,1109-42 MERCD.PZA SUR SN BDO,,,,0,0,0,0,0,0,0,0,1
40026098,1109 EXISTENCIAS,1109-43 DESECH.PZA SUR SN BDO.,,,,0,0,0,0,0,0,0,0,1
40026099,1109 EXISTENCIAS,1109-44 MERCD.LIDER VM,,,,0,0,0,0,0,0,0,0,1
40026100,1109 EXISTENCIAS,1109-45 DESECH. LIDER VM,,,,0,0,0,0,0,0,0,0,1
40026104,1109 EXISTENCIAS,1109-46 MERC.QUILICURA,,,,0,0,0,0,0,0,0,0,1
40026105,1109 EXISTENCIAS,1109-47 DESECHABLE QUILICURA,,,,0,0,0,0,0,0,0,0,1
40026107,1109 EXISTENCIAS,1109-48 MERC.HUECHURABA,,,,0,0,0,0,0,0,0,0,1
40026108,1109 EXISTENCIAS,1109-49 DESECHABLE HUECHURABA,,,,0,0,0,0,0,0,0,0,1
40026110,1109 EXISTENCIAS,1109-50 MERC.RECOLETA,,,,0,0,0,0,0,0,0,0,1
40026111,1109 EXISTENCIAS,1109-51 DESECHABLE RECOLETA,,,,0,0,0,0,0,0,0,0,1
40026113,1109 EXISTENCIAS,1109-52 MERC.MANUT LOS ANDES,,,,0,0,0,0,0,0,0,0,1
40026114,1109 EXISTENCIAS,1109-53 DESC.MANUT LOS ANDES,,,,0,0,0,0,0,0,0,0,1
40026116,1109 EXISTENCIAS,1109-54 MERC.JM LOS ANDES,,,,0,0,0,0,0,0,0,0,1
40026117,1109 EXISTENCIAS,1109-55 DESC.JM LOS ANDES,,,,0,0,0,0,0,0,0,0,1
40026144,1109 EXISTENCIAS,1109-56 MERCADERIA EN TRANSITO,,,,0,0,0,0,0,0,0,0,1
40026162,1109 EXISTENCIAS,1109-58 MERC. TB ESPACIO M,,,,0,0,0,0,0,0,0,0,1
40026163,1109 EXISTENCIAS,1109-59 DESECHABLE TB ESPACIO M,,,,0,0,0,0,0,0,0,0,1
40026177,1109 EXISTENCIAS,1109-60 MERCADERIA APUMANQUE,,,,0,0,0,0,0,0,0,0,1
40026178,1109 EXISTENCIAS,1109-61 DESECHABLE APUMANQUE,,,,0,0,0,0,0,0,0,0,1
40026179,1109 EXISTENCIAS,1109-62 MERCADERIA COSTANERA,,,,0,0,0,0,0,0,0,0,1
40026180,1109 EXISTENCIAS,1109-63 DESECHABLE COSTANERA,,,,0,0,0,0,0,0,0,0,1
40026181,1109 EXISTENCIAS,1109-64 MERCADERIA ESC MILITAR,,,,0,0,0,0,0,0,0,0,1
40026182,1109 EXISTENCIAS,1109-65 DESECHABLE ESC MILITAR,,,,0,0,0,0,0,0,0,0,1
40026186,1109 EXISTENCIAS,1109-66 MERCADERIA DG IMPERIO,,,,0,0,0,0,0,0,0,0,1
40026187,1109 EXISTENCIAS,1109-67 DESECHABLE DG IMPERIO,,,,0,0,0,0,0,0,0,0,1
40026188,1109 EXISTENCIAS,1109-68 MERCADERIA TB APUMANQUE,,,,0,0,0,0,0,0,0,0,1
40026189,1109 EXISTENCIAS,1109-69 DESECHABLE TB APUMANQUE,,,,0,0,0,0,0,0,0,0,1
40026190,1109 EXISTENCIAS,1109-70 MERCADERIA TB ESCUELA MILITAR,,,,0,0,0,0,0,0,0,0,1
40026191,1109 EXISTENCIAS,1109-71 DESECHABLE TB ESCUELA MILITAR,,,,0,0,0,0,0,0,0,0,1
40026211,1109 EXISTENCIAS,1109-72 MERCADERIA DG REPUBLICA,,,,0,0,0,0,0,0,0,0,1
40026212,1109 EXISTENCIAS,1109-73 DESECHABLE DG REPUBLICA,,,,0,0,0,0,0,0,0,0,1
40026213,1109 EXISTENCIAS,1109-74 MERCADERIA JM REPUBLICA,,,,0,0,0,0,0,0,0,0,1
40026214,1109 EXISTENCIAS,1109-75 DESECHABLE JM REPUBLICA,,,,0,0,0,0,0,0,0,0,1
40026216,1109 EXISTENCIAS,1109-76 MERCADERIA MAMUT APOQUINDO,,,,0,0,0,0,0,0,0,0,1
40026217,1109 EXISTENCIAS,1109-77 DESECHABLE MAMUT APOQUINDO,,,,0,0,0,0,0,0,0,0,1
40026218,1109 EXISTENCIAS,1109-78 MERCADERIA MAMUT CERRO EL PLOMO,,,,0,0,0,0,0,0,0,0,1
40026219,1109 EXISTENCIAS,1109-79 DESECAHBLE MAMUT CERRO EL PLOMO,,,,0,0,0,0,0,0,0,0,1
40026235,1109 EXISTENCIAS,1109-80 TERRENOS POR VENDER,,,,0,0,0,0,0,0,0,0,1
40026280,1109 EXISTENCIAS,1109-81 LIBROS URANO,,,,0,0,0,0,0,0,0,0,1
40026281,1109 EXISTENCIAS,1109-82 PROYECTO SOL DE FRESIA,,,,0,0,0,0,0,0,0,0,1
40026282,1109 EXISTENCIAS,1109-83 PROYECTO SOL DE MUERMOS,,,,0,0,0,0,0,0,0,0,1
40026283,1109 EXISTENCIAS,1109-84 PROYECTO GEBAUER,,,,0,0,0,0,0,0,0,0,1
40026284,1109 EXISTENCIAS,1109-85 PROYECTO BERNARDITO,,,,0,0,0,0,0,0,0,0,1
40026285,1109 EXISTENCIAS,1109-86 LIBROS ALMUZARA DISTRIBUIDOS,,,,0,0,0,0,0,0,0,0,1
40026286,1109 EXISTENCIAS,1109-87 LIBROS SALAMANDRA DISTRIBUIDOS,,,,0,0,0,0,0,0,0,0,1
40026287,1109 EXISTENCIAS,1109-88 LIBROS NAVONA DISTRIBUIDOS,,,,0,0,0,0,0,0,0,0,1
40026288,1109 EXISTENCIAS,1109-89 LIBROS URANO ARGENTINA,,,,0,0,0,0,0,0,0,0,1
40026358,1109 EXISTENCIAS,1109-90 LIQUIDOS,,,,0,0,0,0,0,0,0,0,1
40026367,1109 EXISTENCIAS,1109-91 MERCADERIAS POR FACTURAR STTARMARC,,,,0,0,0,0,0,0,0,0,1
40026369,1109 EXISTENCIAS,1109-92 MERCADERIA MOTOS,,,,0,0,0,0,0,0,0,0,1
40026370,1109 EXISTENCIAS,1109-93 ACCESORIOS MOTOS,,,,0,0,0,0,0,0,0,0,1
40026384,1109 EXISTENCIAS,1109-94 PRODUCTOS ASTORGA,,,,0,0,0,0,0,0,0,0,1
40026385,1109 EXISTENCIAS,1109-95 PRODUCTOS CURICO CENTRO,,,,0,0,0,0,0,0,0,0,1
40026386,1109 EXISTENCIAS,1109-96 PRODUCTOS SAN FERNANDO,,,,0,0,0,0,0,0,0,0,1
40026387,1109 EXISTENCIAS,1109-97 PRODUCTOS MALL CURICO,,,,0,0,0,0,0,0,0,0,1
40026403,1109 EXISTENCIAS,1109-98 LIBROS HARPERCOLLINS DISTRIBUIDOS,,,,0,0,0,0,0,0,0,0,1
40026417,1109 EXISTENCIAS,1109-99 PRODUCTOS CHILLAN,,,,0,0,0,0,0,0,0,0,1
40025664,1110 GASTOS ANTICIPADOS,1110 GASTOS ANTICIPADOS,,,,0,0,0,0,0,0,0,0,1
40025665,1110 GASTOS ANTICIPADOS,1110-01 COMERCIO EXTERIOR,,,,0,0,0,0,0,0,0,0,1
40026563,1110 GASTOS ANTICIPADOS,1110-02 TRANSPORTE INTERNACIONALEN TRANSITO,,,,0,0,0,0,0,0,0,0,1
40025666,1110 GASTOS ANTICIPADOS,1110-03 SEGUROS,,,,0,0,0,0,0,0,0,0,1
40025667,1110 GASTOS ANTICIPADOS,1110-05 FLUCT. CREDITOS LARGO PLAZO,,,,0,0,0,0,0,0,0,0,1
40025668,1110 GASTOS ANTICIPADOS,1110-06 REMODELACION BIENES RAICES,,,,0,0,0,0,0,0,0,0,1
40025669,1110 GASTOS ANTICIPADOS,1110-07 ORG. Y PUESTA EN MARCHA,,,,0,0,0,0,0,0,0,0,1
40026183,1110 GASTOS ANTICIPADOS,1110-08 OBRAS EN EJECUCION,,,,0,0,0,0,0,0,0,0,1
40026405,1110 GASTOS ANTICIPADOS,1110-09 PROYECTO EN EJECUCION,,,,0,0,0,0,0,0,0,0,1
40026579,1110 GASTOS ANTICIPADOS,1110-10 DIFERENCIAS INVENTARIO,,,,0,0,0,0,0,0,0,0,1
40026701,1110 GASTOS ANTICIPADOS,1110-11 MATERIAS PRIMAS,,,,0,0,0,0,0,0,0,0,1
40026807,1110 GASTOS ANTICIPADOS,1110-12 PROYECTO EN CURSO PACKING,,,,0,0,0,0,0,0,0,0,1
40026823,1110 GASTOS ANTICIPADOS,1110-13 PALLETS,,,,484000,0,484000,0,484000,0,0,0,1
40026877,1110 GASTOS ANTICIPADOS,1110-14 PRODUCTO EN PROCESO,,,,0,0,0,0,0,0,0,0,1
40026878,1110 GASTOS ANTICIPADOS,1110-15 PRODUCTO TERMINADO PICADO,,,,0,0,0,0,0,0,0,0,1
40026879,1110 GASTOS ANTICIPADOS,1110-16 PRODUCTO TERMINADO TROZADO,,,,0,0,0,0,0,0,0,0,1
40026880,1110 GASTOS ANTICIPADOS,1110-17 PRODUCTO TERMINADO CUBO,,,,0,0,0,0,0,0,0,0,1
40026881,1110 GASTOS ANTICIPADOS,1110-18 PRODUCTO TERMINADO ENTERO,,,,0,0,0,0,0,0,0,0,1
40026895,1110 GASTOS ANTICIPADOS,1110-19 INSUMOS MERCH,,,,0,0,0,0,0,0,0,0,1
40026897,1110 GASTOS ANTICIPADOS,1110-20 MERCADERIA ACAÍ,,,,0,0,0,0,0,0,0,0,1
40026898,1110 GASTOS ANTICIPADOS,1110-21 MERCADERIA ACAÍ EN TRANSITO,,,,0,0,0,0,0,0,0,0,1
40026907,1110 GASTOS ANTICIPADOS,1110-22 VEHICULOS PARA VTA,,,,0,0,0,0,0,0,0,0,1
40026908,1110 GASTOS ANTICIPADOS,1110-23 MOTOS PARA VTA,,,,0,0,0,0,0,0,0,0,1
40026994,1110 GASTOS ANTICIPADOS,1110-24 FRUTAS Y VERDURAS,,,,0,0,0,0,0,0,0,0,1
40027031,1110 GASTOS ANTICIPADOS,1110-25 EXISTENCIA PAPEL IMPORTADO,,,,0,0,0,0,0,0,0,0,1
40027032,1110 GASTOS ANTICIPADOS,1110-26 EXISTENCIAS PAPEL CPP,,,,0,0,0,0,0,0,0,0,1
40027033,1110 GASTOS ANTICIPADOS,1110-27 EXISTENCIAS PAPEL CORDILLERA,,,,0,0,0,0,0,0,0,0,1
40027034,1110 GASTOS ANTICIPADOS,1110-28 EXISTENCIAS PAPEL CONCEPCION,,,,0,0,0,0,0,0,0,0,1
40027035,1110 GASTOS ANTICIPADOS,1110-29 EXISTENCIA PAPEL INTERLOG,,,,0,0,0,0,0,0,0,0,1
40027036,1110 GASTOS ANTICIPADOS,1110-30 EXISTENCIAS PAPEL OTROS,,,,0,0,0,0,0,0,0,0,1
40025670,1111 CTAS. CTES. SOCIOS,1111 CTAS. CTES. SOCIOS,,,,0,0,0,0,0,0,0,0,1
40025671,1111 CTAS. CTES. SOCIOS,1111-01 RETIRO SOCIOS,,,,0,0,0,0,0,0,0,0,1
40025672,1111 CTAS. CTES. SOCIOS,1111-02 RETIROS REINVERSION,,,,0,0,0,0,0,0,0,0,1
40026047,1111 CTAS. CTES. SOCIOS,1111-03 DIVIDENDOS,,,,0,0,0,0,0,0,0,0,1
40026331,1111 CTAS. CTES. SOCIOS,1111-04 ACCIONISTAS,,,,0,0,0,0,0,0,0,0,1
40026424,1111 CTAS. CTES. SOCIOS,1111-05 ACCIONES POR SUSCRIBIR,,,,0,0,0,0,0,0,0,0,1
40026544,1111 CTAS. CTES. SOCIOS,1111-06 ACCIONES,,,,0,0,0,0,0,0,0,0,1
40026545,1111 CTAS. CTES. SOCIOS,1111-07 CONTRATO  RENTA VITALICIA,,,,0,0,0,0,0,0,0,0,1
40026547,1111 CTAS. CTES. SOCIOS,1111-08 ACCIONES GRUPO KUPSAN,,,,0,0,0,0,0,0,0,0,1
40026548,1111 CTAS. CTES. SOCIOS,1111-09 ACCIONES CARTONPACK,,,,0,0,0,0,0,0,0,0,1
40026549,1111 CTAS. CTES. SOCIOS,1111-10 ACCIONES INMOBILIARIA KUPSAN,,,,0,0,0,0,0,0,0,0,1
40026634,1111 CTAS. CTES. SOCIOS,1111-11 ANTICIPO INDEMNIZACION,,,,0,0,0,0,0,0,0,0,1
40026977,1111 CTAS. CTES. SOCIOS,1111-12 ACCIONES HAIKE,,,,0,0,0,0,0,0,0,0,1
40026978,1111 CTAS. CTES. SOCIOS,1111-14 ACCIONES PICHIMAPU,,,,0,0,0,0,0,0,0,0,1
40026984,1111 CTAS. CTES. SOCIOS,1111-15 ACCIONES TRANSPORTES NOVARUTA,,,,0,0,0,0,0,0,0,0,1
40026985,1111 CTAS. CTES. SOCIOS,1111-16 ACCIONES NETDELSUR,,,,0,0,0,0,0,0,0,0,1
40026986,1111 CTAS. CTES. SOCIOS,1111-17 ACCIONES AYM,,,,0,0,0,0,0,0,0,0,1
40027004,1111 CTAS. CTES. SOCIOS,1111-18 ACCIONES ORIENTE,,,,0,0,0,0,0,0,0,0,1
40027005,1111 CTAS. CTES. SOCIOS,1111-19 ACCIONES PURA VIDA,,,,0,0,0,0,0,0,0,0,1
40027006,1111 CTAS. CTES. SOCIOS,1111-20 ACCIONES GASTRONOMIA,,,,0,0,0,0,0,0,0,0,1
40027068,1111 CTAS. CTES. SOCIOS,1111-21 ACCIONES RED MÉDICA,,,,0,0,0,0,0,0,0,0,1
40025673,1112 GASTOS DIFERIDOS,1112 GASTOS DIFERIDOS,,,,0,0,0,0,0,0,0,0,1
40025674,1112 GASTOS DIFERIDOS,1112-01 GASTOS REORGANIZACION,,,,0,0,0,0,0,0,0,0,1
40026149,1112 GASTOS DIFERIDOS,1112-02 INTERESES DIFERIDOS,,,,0,0,0,0,0,0,0,0,1
40026152,1112 GASTOS DIFERIDOS,1112-03 GASTOS DIFERIDOS,,,,0,0,0,0,0,0,0,0,1
40026368,1112 GASTOS DIFERIDOS,1112-04 GASTOS ANTICIPADOS,,,,0,0,0,0,0,0,0,0,1
40026754,1112 GASTOS DIFERIDOS,1112-05 INTERES LEASING,,,,0,0,0,0,0,0,0,0,1
40025675,1113 CUENTAS OBLIGADAS SOCIOS,1113 CUENTAS OBLIGADAS SOCIOS,,,,0,0,0,0,0,0,0,0,1
40025676,1113 CUENTAS OBLIGADAS SOCIOS,1113-01 CUENTAS OBLIGADAS SOCIOS,,,,0,0,0,0,0,0,0,0,1
40025677,1115 GASTOS TRIBUTARIOS,1115 GASTOS TRIBUTARIOS,,,,0,0,0,0,0,0,0,0,1
40025678,1115 GASTOS TRIBUTARIOS,1115-01 GASTOS TRIBUTARIOS,,,,0,0,0,0,0,0,0,0,1
40025679,1117 IMPORTACIONES EN TRANSITO,1117 IMPORTACIONES EN TRANSITO,,,,0,0,0,0,0,0,0,0,1
40025680,1117 IMPORTACIONES EN TRANSITO,1117-01 CTA. IMPORTACIONES,,,,0,0,0,0,0,0,0,0,1
40025681,1118 GASTOS RECHAZADOS,1118 GASTOS RECHAZADOS,,,,0,0,0,0,0,0,0,0,1
40025682,1118 GASTOS RECHAZADOS,1118-01 GASTOS RECHAZADOS,,,,0,0,0,0,0,0,0,0,1
40026530,1118 GASTOS RECHAZADOS,1118-02 CUENTAS POR COBRAR CEDIDAS,,,,0,0,0,0,0,0,0,0,1
40026537,1118 GASTOS RECHAZADOS,1118-03 DEPOSITO CLIENTE POR PAGAR,,,,0,0,0,0,0,0,0,0,1
40025683,,12 ACTIVO FIJO,,,,0,0,0,0,0,0,0,0,1
40026473,1201 ACTIVOS BIOLOGICOS,1201 ACTIVOS BIOLOGICOS,,,,0,0,0,0,0,0,0,0,1
40026474,1201 ACTIVOS BIOLOGICOS,1201-01 PLANTEL LECHERO,,,,0,0,0,0,0,0,0,0,1
40026475,1201 ACTIVOS BIOLOGICOS,1201-02 PLANTEL REPRODUCTOR,,,,0,0,0,0,0,0,0,0,1
40026816,1201 ACTIVOS BIOLOGICOS,1201-03 ANIMALES,,,,0,0,0,0,0,0,0,0,1
40025684,1202 BIENES RAICES,1202 BIENES RAICES,,,,0,0,0,0,0,0,0,0,1
40025685,1202 BIENES RAICES,1202-01 BIENES RAICES,,,,0,0,0,0,0,0,0,0,1
40026485,1202 BIENES RAICES,1202-02 CONSTRUCCION CASA,,,,0,0,0,0,0,0,0,0,1
40026493,1202 BIENES RAICES,1202-03 TERRENOS,,,,0,0,0,0,0,0,0,0,1
40026693,1202 BIENES RAICES,1202-04 CONTAINER,,,,0,0,0,0,0,0,0,0,1
40026811,1202 BIENES RAICES,1202-05 CONSTRUCCIONES,,,,0,0,0,0,0,0,0,0,1
40026498,1203 ACTIVOS LEASING,1203 ACTIVOS LEASING,,,,0,0,0,0,0,0,0,0,1
40026499,1203 ACTIVOS LEASING,1203-01 ACTIVOS LEASING,,,,0,0,0,0,0,0,0,0,1
40026663,1203 ACTIVOS LEASING,1203-04 MAQUINA HIDROLAVADORA,,,,0,0,0,0,0,0,0,0,1
40026664,1203 ACTIVOS LEASING,1203-05 PLANTA DE AGUA,,,,0,0,0,0,0,0,0,0,1
40026665,1203 ACTIVOS LEASING,1203-06 EQUIPO DE MONTAÑA,,,,0,0,0,0,0,0,0,0,1
40025686,1204 VEHICULOS Y EQUIP. TRANSP.,1204 VEHICULOS Y EQUIP. TRANSP.,,,,0,0,0,0,0,0,0,0,1
40025687,1204 VEHICULOS Y EQUIP. TRANSP.,1204-01 VEHICULOS,,,,0,0,0,0,0,0,0,0,1
40026253,1204 VEHICULOS Y EQUIP. TRANSP.,1204-02 VEHICULO EN LEASING,,,,0,0,0,0,0,0,0,0,1
40026581,1204 VEHICULOS Y EQUIP. TRANSP.,1204-03 HELICOPTEROS,,,,0,0,0,0,0,0,0,0,1
40026750,1204 VEHICULOS Y EQUIP. TRANSP.,1204-04 FOOD TRACK,,,,0,0,0,0,0,0,0,0,1
40026760,1204 VEHICULOS Y EQUIP. TRANSP.,1204-05 BODEGAS,,,,0,0,0,0,0,0,0,0,1
40026764,1204 VEHICULOS Y EQUIP. TRANSP.,1204-06 INSTRUMENTOS DE MEDICION,,,,0,0,0,0,0,0,0,0,1
40026765,1204 VEHICULOS Y EQUIP. TRANSP.,1204-06 INSTRUMENTOS DE MEDICION,,,,0,0,0,0,0,0,0,0,1
40026773,1204 VEHICULOS Y EQUIP. TRANSP.,1204-07 CARRO DE ARRASTRE,,,,0,0,0,0,0,0,0,0,1
40026819,1204 VEHICULOS Y EQUIP. TRANSP.,1204-08 BODEGA MODULAR,,,,0,0,0,0,0,0,0,0,1
40026980,1204 VEHICULOS Y EQUIP. TRANSP.,1204-09 ESTANQUE CAMION,,,,0,0,0,0,0,0,0,0,1
40027039,1204 VEHICULOS Y EQUIP. TRANSP.,1204-10 CAMION GRUA,,,,0,0,0,0,0,0,0,0,1
40027040,1204 VEHICULOS Y EQUIP. TRANSP.,1204-11 GRUA HORQUILLA,,,,0,0,0,0,0,0,0,0,1
40025688,1205 MAQUINARIAS Y EQUIPOS,1205 MAQUINARIAS Y EQUIPOS,,,,0,0,0,0,0,0,0,0,1
40025689,1205 MAQUINARIAS Y EQUIPOS,1205-01 MAQUINARIAS,,,,0,0,0,0,0,0,0,0,1
40026004,1205 MAQUINARIAS Y EQUIPOS,1205-02 FRANCHE FEE PAGADO,,,,0,0,0,0,0,0,0,0,1
40026005,1205 MAQUINARIAS Y EQUIPOS,1205-03 EQUIPOS COMPUTACIONALES,,,,0,0,0,0,0,0,0,0,1
40026006,1205 MAQUINARIAS Y EQUIPOS,1205-04 LETREROS,,,,0,0,0,0,0,0,0,0,1
40026142,1205 MAQUINARIAS Y EQUIPOS,1205-05 EQUIPOS DE AUDIO,,,,0,0,0,0,0,0,0,0,1
40026238,1205 MAQUINARIAS Y EQUIPOS,1205-06 PANTALLAS,,,,0,0,0,0,0,0,0,0,1
40026239,1205 MAQUINARIAS Y EQUIPOS,1205-07 ARTEFACTOS DE COCINA,,,,0,0,0,0,0,0,0,0,1
40026240,1205 MAQUINARIAS Y EQUIPOS,1205-08 COMPUTADORES Y OTROS,,,,0,0,0,0,0,0,0,0,1
40026241,1205 MAQUINARIAS Y EQUIPOS,1205-09 MUEBLES Y EQUIPOS,,,,0,0,0,0,0,0,0,0,1
40026256,1205 MAQUINARIAS Y EQUIPOS,1205-10 OBRAS EN EJECUCION,,,,0,0,0,0,0,0,0,0,1
40026476,1205 MAQUINARIAS Y EQUIPOS,1205-11 MAQUINARIAS TALLER,,,,0,0,0,0,0,0,0,0,1
40026483,1205 MAQUINARIAS Y EQUIPOS,1205-12 SISTEMA DE RIEGO,,,,0,0,0,0,0,0,0,0,1
40026642,1205 MAQUINARIAS Y EQUIPOS,1205-13 Drones,,,,0,0,0,0,0,0,0,0,1
40026690,1205 MAQUINARIAS Y EQUIPOS,1205-14 EQUIPOS DE ASEO,,,,0,0,0,0,0,0,0,0,1
40026696,1205 MAQUINARIAS Y EQUIPOS,1205-15 CAMARAS DE SEGURIDAD,,,,124100,0,124100,0,124100,0,0,0,1
40026723,1205 MAQUINARIAS Y EQUIPOS,1205-16 EQUIPOS TECNOLÓGICOS,,,,0,0,0,0,0,0,0,0,1
40026801,1205 MAQUINARIAS Y EQUIPOS,1205-17 EXTINTORES,,,,0,0,0,0,0,0,0,0,1
40026808,1205 MAQUINARIAS Y EQUIPOS,1205-18 EQUIPOS PARA SUSCRIPTORES,,,,0,0,0,0,0,0,0,0,1
40026809,1205 MAQUINARIAS Y EQUIPOS,1205-19 ANTENAS Y LINEA DE TRANSMISION,,,,0,0,0,0,0,0,0,0,1
