idcuenta,tipocuentaid,tipocuenta,cuentamayor,subcuenta,cuentaanalisis,periodo,saldoanterior,saldo,generado_en
40026925,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-59 VENTA DE PRODUCTO TROZADO,,2026-02-01T00:00:00.000Z,0,29676300,2026-09-24T11:09:37.067Z
40026925,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-59 VENTA DE PRODUCTO TROZADO,,2026-03-01T00:00:00.000Z,0,54516150,2026-09-24T11:09:37.067Z
40026925,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-59 VENTA DE PRODUCTO TROZADO,,2026-04-01T00:00:00.000Z,0,55286400,2026-09-24T11:09:37.067Z
40026925,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-59 VENTA DE PRODUCTO TROZADO,,2026-05-01T00:00:00.000Z,0,62650200,2026-09-24T11:09:37.067Z
40026925,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-59 VENTA DE PRODUCTO TROZADO,,2026-06-01T00:00:00.000Z,0,81870300,2026-09-24T11:09:37.067Z
40026925,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-59 VENTA DE PRODUCTO TROZADO,,2026-07-01T00:00:00.000Z,0,106477200,2026-09-24T11:09:37.067Z
40026925,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-59 VENTA DE PRODUCTO TROZADO,,2026-08-01T00:00:00.000Z,0,138789600,2026-09-24T11:09:37.067Z
40026926,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-60 VENTA DE PRODUCTO PICADO,,2026-01-01T00:00:00.000Z,0,6396000,2026-09-24T11:09:37.067Z
40026926,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-60 VENTA DE PRODUCTO PICADO,,2026-02-01T00:00:00.000Z,0,6054000,2026-09-24T11:09:37.067Z
40026926,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-60 VENTA DE PRODUCTO PICADO,,2026-03-01T00:00:00.000Z,0,8550000,2026-09-24T11:09:37.067Z
40026926,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-60 VENTA DE PRODUCTO PICADO,,2026-04-01T00:00:00.000Z,0,8880000,2026-09-24T11:09:37.067Z
40026926,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-60 VENTA DE PRODUCTO PICADO,,2026-05-01T00:00:00.000Z,0,9678000,2026-09-24T11:09:37.067Z
40026926,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-60 VENTA DE PRODUCTO PICADO,,2026-06-01T00:00:00.000Z,0,9618000,2026-09-24T11:09:37.067Z
40026926,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-60 VENTA DE PRODUCTO PICADO,,2026-07-01T00:00:00.000Z,0,12439250,2026-09-24T11:09:37.067Z
40026926,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-60 VENTA DE PRODUCTO PICADO,,2026-08-01T00:00:00.000Z,0,3061250,2026-09-24T11:09:37.067Z
40026927,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-61 VENTA DE PRODUCTO CUBO,,2026-01-01T00:00:00.000Z,0,22297600,2026-09-24T11:09:37.067Z
40026927,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-61 VENTA DE PRODUCTO CUBO,,2026-02-01T00:00:00.000Z,0,19204000,2026-09-24T11:09:37.067Z
40026927,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-61 VENTA DE PRODUCTO CUBO,,2026-03-01T00:00:00.000Z,0,26992000,2026-09-24T11:09:37.067Z
40026927,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-61 VENTA DE PRODUCTO CUBO,,2026-04-01T00:00:00.000Z,0,27972000,2026-09-24T11:09:37.067Z
40026927,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-61 VENTA DE PRODUCTO CUBO,,2026-05-01T00:00:00.000Z,0,30410000,2026-09-24T11:09:37.067Z
40026927,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-61 VENTA DE PRODUCTO CUBO,,2026-06-01T00:00:00.000Z,0,39297600,2026-09-24T11:09:37.067Z
40026927,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-61 VENTA DE PRODUCTO CUBO,,2026-07-01T00:00:00.000Z,0,38506500,2026-09-24T11:09:37.067Z
40026927,3,Total Ganancias,5101 INGRESOS DE EXPLOTACION,5101-61 VENTA DE PRODUCTO CUBO,,2026-08-01T00:00:00.000Z,0,44474750,2026-09-24T11:09:37.067Z
40025890,3,Total Ganancias,5201 INGRESOS NO OPERACIONALES,5201-03 OTROS INGRESOS,,2026-05-01T00:00:00.000Z,0,38000,2026-09-24T11:09:37.067Z
40025895,3,Total Ganancias,5202 REAJUSTE DEV PPM,5202-01 REAJUSTE DEV PPM,,2026-05-01T00:00:00.000Z,0,95500,2026-09-24T11:09:37.067Z
40025897,3,Total Ganancias,5203 REAJUSTE CRED.FISCAL,5203-01 REAJUSTE CRED. FISCAL,,2026-04-01T00:00:00.000Z,0,106745,2026-09-24T11:09:37.067Z
40025897,3,Total Ganancias,5203 REAJUSTE CRED.FISCAL,5203-01 REAJUSTE CRED. FISCAL,,2026-05-01T00:00:00.000Z,0,341717,2026-09-24T11:09:37.067Z
40025897,3,Total Ganancias,5203 REAJUSTE CRED.FISCAL,5203-01 REAJUSTE CRED. FISCAL,,2026-06-01T00:00:00.000Z,0,54142,2026-09-24T11:09:37.067Z
40025897,3,Total Ganancias,5203 REAJUSTE CRED.FISCAL,5203-01 REAJUSTE CRED. FISCAL,,2026-07-01T00:00:00.000Z,0,327,2026-09-24T11:09:37.067Z
40026968,3,Total Ganancias,5501 CORRECCION MONETARIA,5501-15 CM PPM,,2026-07-01T00:00:00.000Z,0,17441,2026-09-24T11:09:37.067Z
1513,4,Total Pérdidas,,,,2026-01-01T00:00:00.000Z,0,0,2026-09-24T11:09:37.067Z
1514,4,Total Pérdidas,,,,2026-02-01T00:00:00.000Z,0,0,2026-09-24T11:09:37.067Z
1515,4,Total Pérdidas,,,,2026-03-01T00:00:00.000Z,0,0,2026-09-24T11:09:37.067Z
1516,4,Total Pérdidas,,,,2026-04-01T00:00:00.000Z,0,0,2026-09-24T11:09:37.067Z
1517,4,Total Pérdidas,,,,2026-05-01T00:00:00.000Z,0,0,2026-09-24T11:09:37.067Z
1518,4,Total Pérdidas,,,,2026-06-01T00:00:00.000Z,0,0,2026-09-24T11:09:37.067Z
1519,4,Total Pérdidas,,,,2026-07-01T00:00:00.000Z,0,0,2026-09-24T11:09:37.067Z
1520,4,Total Pérdidas,,,,2026-08-01T00:00:00.000Z,0,0,2026-09-24T11:09:37.067Z
1521,4,Total Pérdidas,,,,2026-09-01T00:00:00.000Z,0,0,2026-09-24T11:09:37.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-02-01T00:00:00.000Z,0,493557,2026-09-24T11:09:37.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-03-01T00:00:00.000Z,0,1533900,2026-09-24T11:09:37.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-04-01T00:00:00.000Z,0,778096,2026-09-24T11:09:37.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-05-01T00:00:00.000Z,0,260250,2026-09-24T11:09:37.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-06-01T00:00:00.000Z,0,124832,2026-09-24T11:09:37.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-07-01T00:00:00.000Z,0,69348,2026-09-24T11:09:37.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-08-01T00:00:00.000Z,0,192007,2026-09-24T11:09:37.067Z
40025798,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-08 FLETES Y GASTOS DESPACHO,,2026-01-01T00:00:00.000Z,0,5265000,2026-09-24T11:09:37.067Z
40025798,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-08 FLETES Y GASTOS DESPACHO,,2026-02-01T00:00:00.000Z,0,5070000,2026-09-24T11:09:37.067Z
40025798,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-08 FLETES Y GASTOS DESPACHO,,2026-03-01T00:00:00.000Z,0,1306507,2026-09-24T11:09:37.067Z
40025798,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-08 FLETES Y GASTOS DESPACHO,,2026-04-01T00:00:00.000Z,0,15160000,2026-09-24T11:09:37.067Z
40025798,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-08 FLETES Y GASTOS DESPACHO,,2026-05-01T00:00:00.000Z,0,21738271,2026-09-24T11:09:37.067Z
40025798,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-08 FLETES Y GASTOS DESPACHO,,2026-06-01T00:00:00.000Z,0,7200000,2026-09-24T11:09:37.067Z
40025798,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-08 FLETES Y GASTOS DESPACHO,,2026-07-01T00:00:00.000Z,0,5625000,2026-09-24T11:09:37.067Z
40025798,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-08 FLETES Y GASTOS DESPACHO,,2026-08-01T00:00:00.000Z,0,5175000,2026-09-24T11:09:37.067Z
40025939,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-21 GASTO DE LUZ,,2026-01-01T00:00:00.000Z,0,1327500,2026-09-24T11:09:37.067Z
40025939,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-21 GASTO DE LUZ,,2026-03-01T00:00:00.000Z,0,600100,2026-09-24T11:09:37.067Z
40025939,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-21 GASTO DE LUZ,,2026-04-01T00:00:00.000Z,0,721700,2026-09-24T11:09:37.067Z
40025939,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-21 GASTO DE LUZ,,2026-05-01T00:00:00.000Z,0,607500,2026-09-24T11:09:37.067Z
40025939,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-21 GASTO DE LUZ,,2026-06-01T00:00:00.000Z,0,1266800,2026-09-24T11:09:37.067Z
40025939,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-21 GASTO DE LUZ,,2026-07-01T00:00:00.000Z,0,726500,2026-09-24T11:09:37.067Z
40025939,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-21 GASTO DE LUZ,,2026-08-01T00:00:00.000Z,0,729300,2026-09-24T11:09:37.067Z
40025940,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-23 GASTOS AGUA,,2026-01-01T00:00:00.000Z,0,92740,2026-09-24T11:09:37.067Z
40025940,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-23 GASTOS AGUA,,2026-03-01T00:00:00.000Z,0,61040,2026-09-24T11:09:37.067Z
40025940,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-23 GASTOS AGUA,,2026-04-01T00:00:00.000Z,0,39520,2026-09-24T11:09:37.067Z
40025940,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-23 GASTOS AGUA,,2026-05-01T00:00:00.000Z,0,51090,2026-09-24T11:09:37.067Z
40025940,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-23 GASTOS AGUA,,2026-06-01T00:00:00.000Z,0,22060,2026-09-24T11:09:37.067Z
40025940,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-23 GASTOS AGUA,,2026-07-01T00:00:00.000Z,0,47240,2026-09-24T11:09:37.067Z
40025940,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-23 GASTOS AGUA,,2026-08-01T00:00:00.000Z,0,19180,2026-09-24T11:09:37.067Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-03-01T00:00:00.000Z,0,3576,2026-09-24T11:09:37.067Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-07-01T00:00:00.000Z,0,2400,2026-09-24T11:09:37.067Z
40026296,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-43 ASESORIAS CONTABLES,,2026-01-01T00:00:00.000Z,0,2526588,2026-09-24T11:09:37.067Z
40026296,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-43 ASESORIAS CONTABLES,,2026-02-01T00:00:00.000Z,0,738547,2026-09-24T11:09:37.067Z
40026296,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-43 ASESORIAS CONTABLES,,2026-03-01T00:00:00.000Z,0,739719,2026-09-24T11:09:37.067Z
40026296,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-43 ASESORIAS CONTABLES,,2026-04-01T00:00:00.000Z,0,744038,2026-09-24T11:09:37.067Z
40026296,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-43 ASESORIAS CONTABLES,,2026-05-01T00:00:00.000Z,0,752770,2026-09-24T11:09:37.067Z
40026296,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-43 ASESORIAS CONTABLES,,2026-06-01T00:00:00.000Z,0,757406,2026-09-24T11:09:37.067Z
40026296,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-43 ASESORIAS CONTABLES,,2026-07-01T00:00:00.000Z,0,758420,2026-09-24T11:09:37.067Z
40026296,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-43 ASESORIAS CONTABLES,,2026-08-01T00:00:00.000Z,0,758784,2026-09-24T11:09:37.067Z
40026595,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-79 INSUMO DE LIMPIEZA/ MAQUINARIA/ UNIFORME,,2026-01-01T00:00:00.000Z,0,70000,2026-09-24T11:09:37.067Z
40026595,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-79 INSUMO DE LIMPIEZA/ MAQUINARIA/ UNIFORME,,2026-03-01T00:00:00.000Z,0,421700,2026-09-24T11:09:37.067Z
40026595,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-79 INSUMO DE LIMPIEZA/ MAQUINARIA/ UNIFORME,,2026-06-01T00:00:00.000Z,0,826717,2026-09-24T11:09:37.067Z
40026595,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-79 INSUMO DE LIMPIEZA/ MAQUINARIA/ UNIFORME,,2026-08-01T00:00:00.000Z,0,897191,2026-09-24T11:09:37.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-01-01T00:00:00.000Z,0,2379758,2026-09-24T11:09:37.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-02-01T00:00:00.000Z,0,2380130,2026-09-24T11:09:37.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-03-01T00:00:00.000Z,0,3094292,2026-09-24T11:09:37.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-04-01T00:00:00.000Z,0,3633054,2026-09-24T11:09:37.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-05-01T00:00:00.000Z,0,3434174,2026-09-24T11:09:37.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-06-01T00:00:00.000Z,0,4032891,2026-09-24T11:09:37.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-07-01T00:00:00.000Z,0,4039687,2026-09-24T11:09:37.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-08-01T00:00:00.000Z,0,4067765,2026-09-24T11:09:37.067Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-01-01T00:00:00.000Z,0,1616519,2026-09-24T11:09:37.067Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-02-01T00:00:00.000Z,0,1342182,2026-09-24T11:09:37.067Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-03-01T00:00:00.000Z,0,1374632,2026-09-24T11:09:37.067Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-04-01T00:00:00.000Z,0,2471977,2026-09-24T11:09:37.067Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-05-01T00:00:00.000Z,0,1519225,2026-09-24T11:09:37.067Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-06-01T00:00:00.000Z,0,1919234,2026-09-24T11:09:37.067Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-07-01T00:00:00.000Z,0,1132744,2026-09-24T11:09:37.067Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-08-01T00:00:00.000Z,0,3321342,2026-09-24T11:09:37.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-01-01T00:00:00.000Z,0,206553,2026-09-24T11:09:37.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-02-01T00:00:00.000Z,0,209821,2026-09-24T11:09:37.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-03-01T00:00:00.000Z,0,308249,2026-09-24T11:09:37.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-04-01T00:00:00.000Z,0,374556,2026-09-24T11:09:37.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-05-01T00:00:00.000Z,0,384708,2026-09-24T11:09:37.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-06-01T00:00:00.000Z,0,421187,2026-09-24T11:09:37.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-07-01T00:00:00.000Z,0,468071,2026-09-24T11:09:37.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-08-01T00:00:00.000Z,0,503386,2026-09-24T11:09:37.067Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-01-01T00:00:00.000Z,0,53451,2026-09-24T11:09:37.067Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-05-01T00:00:00.000Z,0,52101,2026-09-24T11:09:37.067Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-06-01T00:00:00.000Z,0,256960,2026-09-24T11:09:37.067Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-07-01T00:00:00.000Z,0,248415,2026-09-24T11:09:37.067Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-08-01T00:00:00.000Z,0,334479,2026-09-24T11:09:37.067Z
40025813,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-05 IMPUESTOS Y PATENTES,,2026-04-01T00:00:00.000Z,0,841569,2026-09-24T11:09:37.067Z
40025813,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-05 IMPUESTOS Y PATENTES,,2026-08-01T00:00:00.000Z,0,1712087,2026-09-24T11:09:37.067Z
40025814,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-06 MANT VEHICULOS Y EQ TRANSP,,2026-02-01T00:00:00.000Z,0,231000,2026-09-24T11:09:37.067Z
40025814,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-06 MANT VEHICULOS Y EQ TRANSP,,2026-03-01T00:00:00.000Z,0,882630,2026-09-24T11:09:37.067Z
40025814,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-06 MANT VEHICULOS Y EQ TRANSP,,2026-04-01T00:00:00.000Z,0,783163,2026-09-24T11:09:37.067Z
40025814,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-06 MANT VEHICULOS Y EQ TRANSP,,2026-05-01T00:00:00.000Z,0,421683,2026-09-24T11:09:37.067Z
40025814,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-06 MANT VEHICULOS Y EQ TRANSP,,2026-06-01T00:00:00.000Z,0,70000,2026-09-24T11:09:37.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-01-01T00:00:00.000Z,0,1488297,2026-09-24T11:09:37.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-02-01T00:00:00.000Z,0,963101,2026-09-24T11:09:37.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-03-01T00:00:00.000Z,0,192882,2026-09-24T11:09:37.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-04-01T00:00:00.000Z,0,1199034,2026-09-24T11:09:37.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-05-01T00:00:00.000Z,0,822466,2026-09-24T11:09:37.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-06-01T00:00:00.000Z,0,413173,2026-09-24T11:09:37.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-07-01T00:00:00.000Z,0,1568485,2026-09-24T11:09:37.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-08-01T00:00:00.000Z,0,1119919,2026-09-24T11:09:37.067Z
