idcuenta,tipocuentaid,tipocuenta,cuentamayor,subcuenta,cuentaanalisis,periodo,saldoanterior,saldo,generado_en
40026059,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-35 ARRIENDO VEHÍCULOS,,2026-06-01T00:00:00.000Z,0,2940000,2026-09-24T21:40:48.093Z
40026059,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-35 ARRIENDO VEHÍCULOS,,2026-07-01T00:00:00.000Z,0,2940000,2026-09-24T21:40:48.093Z
40026059,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-35 ARRIENDO VEHÍCULOS,,2026-08-01T00:00:00.000Z,0,5880000,2026-09-24T21:40:48.093Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-01-01T00:00:00.000Z,0,26040,2026-09-24T21:40:48.093Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-02-01T00:00:00.000Z,0,14983,2026-09-24T21:40:48.093Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-04-01T00:00:00.000Z,0,15170,2026-09-24T21:40:48.093Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-06-01T00:00:00.000Z,0,1200,2026-09-24T21:40:48.093Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-08-01T00:00:00.000Z,0,3750,2026-09-24T21:40:48.093Z
40026230,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-40 REPARACIONES DE BOMBAS,,2026-01-01T00:00:00.000Z,0,1607860,2026-09-24T21:40:48.093Z
40026230,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-40 REPARACIONES DE BOMBAS,,2026-03-01T00:00:00.000Z,0,942238,2026-09-24T21:40:48.093Z
40026230,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-40 REPARACIONES DE BOMBAS,,2026-04-01T00:00:00.000Z,0,120000,2026-09-24T21:40:48.093Z
40026230,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-40 REPARACIONES DE BOMBAS,,2026-05-01T00:00:00.000Z,0,1661880,2026-09-24T21:40:48.093Z
40026230,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-40 REPARACIONES DE BOMBAS,,2026-06-01T00:00:00.000Z,0,1390134,2026-09-24T21:40:48.093Z
40026230,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-40 REPARACIONES DE BOMBAS,,2026-08-01T00:00:00.000Z,0,1371851,2026-09-24T21:40:48.093Z
40026558,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-74 INSUMOS DE PRODUCCIONES,,2026-01-01T00:00:00.000Z,0,14544645,2026-09-24T21:40:48.093Z
40026558,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-74 INSUMOS DE PRODUCCIONES,,2026-02-01T00:00:00.000Z,0,18188629,2026-09-24T21:40:48.093Z
40026558,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-74 INSUMOS DE PRODUCCIONES,,2026-03-01T00:00:00.000Z,0,14155497,2026-09-24T21:40:48.093Z
40026558,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-74 INSUMOS DE PRODUCCIONES,,2026-04-01T00:00:00.000Z,0,18712711,2026-09-24T21:40:48.093Z
40026558,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-74 INSUMOS DE PRODUCCIONES,,2026-05-01T00:00:00.000Z,0,23474536,2026-09-24T21:40:48.093Z
40026558,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-74 INSUMOS DE PRODUCCIONES,,2026-06-01T00:00:00.000Z,0,14636018,2026-09-24T21:40:48.093Z
40026558,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-74 INSUMOS DE PRODUCCIONES,,2026-07-01T00:00:00.000Z,0,15400205,2026-09-24T21:40:48.093Z
40026558,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-74 INSUMOS DE PRODUCCIONES,,2026-08-01T00:00:00.000Z,0,22417090,2026-09-24T21:40:48.093Z
40026699,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-98 COMISION DE CORRETAJE POR ARRIENDO,,2026-01-01T00:00:00.000Z,0,400000,2026-09-24T21:40:48.093Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-01-01T00:00:00.000Z,0,2557521,2026-09-24T21:40:48.093Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-02-01T00:00:00.000Z,0,2888983,2026-09-24T21:40:48.093Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-03-01T00:00:00.000Z,0,3277734,2026-09-24T21:40:48.093Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-04-01T00:00:00.000Z,0,3099142,2026-09-24T21:40:48.093Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-05-01T00:00:00.000Z,0,3689566,2026-09-24T21:40:48.093Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-06-01T00:00:00.000Z,0,3896331,2026-09-24T21:40:48.093Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-07-01T00:00:00.000Z,0,4076331,2026-09-24T21:40:48.093Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-08-01T00:00:00.000Z,0,4062778,2026-09-24T21:40:48.093Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-01-01T00:00:00.000Z,0,1415929,2026-09-24T21:40:48.093Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-02-01T00:00:00.000Z,0,1085546,2026-09-24T21:40:48.093Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-03-01T00:00:00.000Z,0,1085546,2026-09-24T21:40:48.093Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-06-01T00:00:00.000Z,0,1148476,2026-09-24T21:40:48.093Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-07-01T00:00:00.000Z,0,1087953,2026-09-24T21:40:48.093Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-08-01T00:00:00.000Z,0,1268436,2026-09-24T21:40:48.093Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-01-01T00:00:00.000Z,0,519513,2026-09-24T21:40:48.093Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-02-01T00:00:00.000Z,0,569094,2026-09-24T21:40:48.093Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-03-01T00:00:00.000Z,0,549835,2026-09-24T21:40:48.093Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-04-01T00:00:00.000Z,0,511813,2026-09-24T21:40:48.093Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-05-01T00:00:00.000Z,0,612281,2026-09-24T21:40:48.093Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-06-01T00:00:00.000Z,0,533577,2026-09-24T21:40:48.093Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-07-01T00:00:00.000Z,0,538444,2026-09-24T21:40:48.093Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-08-01T00:00:00.000Z,0,480006,2026-09-24T21:40:48.093Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-01-01T00:00:00.000Z,0,87225,2026-09-24T21:40:48.093Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-02-01T00:00:00.000Z,0,211506,2026-09-24T21:40:48.093Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-03-01T00:00:00.000Z,0,729674,2026-09-24T21:40:48.093Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-04-01T00:00:00.000Z,0,93697,2026-09-24T21:40:48.093Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-05-01T00:00:00.000Z,0,406075,2026-09-24T21:40:48.093Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-06-01T00:00:00.000Z,0,283205,2026-09-24T21:40:48.093Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-07-01T00:00:00.000Z,0,173371,2026-09-24T21:40:48.093Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-08-01T00:00:00.000Z,0,299077,2026-09-24T21:40:48.093Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-03-01T00:00:00.000Z,0,31990,2026-09-24T21:40:48.093Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-04-01T00:00:00.000Z,0,1050266,2026-09-24T21:40:48.093Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-05-01T00:00:00.000Z,0,272151,2026-09-24T21:40:48.093Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-06-01T00:00:00.000Z,0,34272,2026-09-24T21:40:48.093Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-07-01T00:00:00.000Z,0,358403,2026-09-24T21:40:48.093Z
40025817,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-09 REPRESENTACION Y VIATICOS,,2026-01-01T00:00:00.000Z,0,33890,2026-09-24T21:40:48.093Z
40025817,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-09 REPRESENTACION Y VIATICOS,,2026-02-01T00:00:00.000Z,0,64500,2026-09-24T21:40:48.093Z
40025817,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-09 REPRESENTACION Y VIATICOS,,2026-03-01T00:00:00.000Z,0,12500,2026-09-24T21:40:48.093Z
40025817,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-09 REPRESENTACION Y VIATICOS,,2026-04-01T00:00:00.000Z,0,227059,2026-09-24T21:40:48.093Z
40025817,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-09 REPRESENTACION Y VIATICOS,,2026-05-01T00:00:00.000Z,0,80000,2026-09-24T21:40:48.093Z
40025817,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-09 REPRESENTACION Y VIATICOS,,2026-06-01T00:00:00.000Z,0,2018537,2026-09-24T21:40:48.093Z
40025817,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-09 REPRESENTACION Y VIATICOS,,2026-07-01T00:00:00.000Z,0,40500,2026-09-24T21:40:48.093Z
40025817,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-09 REPRESENTACION Y VIATICOS,,2026-08-01T00:00:00.000Z,0,2099843,2026-09-24T21:40:48.093Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-01-01T00:00:00.000Z,0,38017,2026-09-24T21:40:48.093Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-02-01T00:00:00.000Z,0,37996,2026-09-24T21:40:48.093Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-03-01T00:00:00.000Z,0,38076,2026-09-24T21:40:48.093Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-04-01T00:00:00.000Z,0,38125,2026-09-24T21:40:48.093Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-05-01T00:00:00.000Z,0,38404,2026-09-24T21:40:48.093Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-06-01T00:00:00.000Z,0,38884,2026-09-24T21:40:48.093Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-07-01T00:00:00.000Z,0,37363,2026-09-24T21:40:48.093Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-08-01T00:00:00.000Z,0,37628,2026-09-24T21:40:48.093Z
40025819,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-11 INTERESES Y MULTAS,,2026-01-01T00:00:00.000Z,0,28052,2026-09-24T21:40:48.093Z
40025819,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-11 INTERESES Y MULTAS,,2026-02-01T00:00:00.000Z,0,35285,2026-09-24T21:40:48.093Z
40025819,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-11 INTERESES Y MULTAS,,2026-04-01T00:00:00.000Z,0,155681,2026-09-24T21:40:48.093Z
40025819,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-11 INTERESES Y MULTAS,,2026-05-01T00:00:00.000Z,0,63663,2026-09-24T21:40:48.093Z
40025819,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-11 INTERESES Y MULTAS,,2026-06-01T00:00:00.000Z,0,54261,2026-09-24T21:40:48.093Z
40025820,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-12 LEGALES Y NOTARIALES,,2026-01-01T00:00:00.000Z,0,7150,2026-09-24T21:40:48.093Z
40025820,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-12 LEGALES Y NOTARIALES,,2026-02-01T00:00:00.000Z,0,6900,2026-09-24T21:40:48.093Z
40025820,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-12 LEGALES Y NOTARIALES,,2026-04-01T00:00:00.000Z,0,12600,2026-09-24T21:40:48.093Z
40025820,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-12 LEGALES Y NOTARIALES,,2026-06-01T00:00:00.000Z,0,22400,2026-09-24T21:40:48.093Z
40025820,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-12 LEGALES Y NOTARIALES,,2026-07-01T00:00:00.000Z,0,4600,2026-09-24T21:40:48.093Z
40025820,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-12 LEGALES Y NOTARIALES,,2026-08-01T00:00:00.000Z,0,4000,2026-09-24T21:40:48.093Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-01-01T00:00:00.000Z,0,957546,2026-09-24T21:40:48.093Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-02-01T00:00:00.000Z,0,1048654,2026-09-24T21:40:48.093Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-03-01T00:00:00.000Z,0,1125364,2026-09-24T21:40:48.093Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-04-01T00:00:00.000Z,0,1069658,2026-09-24T21:40:48.093Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-05-01T00:00:00.000Z,0,1236808,2026-09-24T21:40:48.093Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-06-01T00:00:00.000Z,0,1196583,2026-09-24T21:40:48.093Z
