idcuenta,tipocuentaid,tipocuenta,cuentamayor,subcuenta,cuentaanalisis,periodo,saldoanterior,saldo,generado_en
40025793,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-01 COSTO DE VENTA,,2026-06-01T00:00:00.000Z,0,2987029,2026-09-24T21:36:39.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-01-01T00:00:00.000Z,0,120539,2026-09-24T21:36:39.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-02-01T00:00:00.000Z,0,120396,2026-09-24T21:36:39.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-03-01T00:00:00.000Z,0,100852,2026-09-24T21:36:39.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-04-01T00:00:00.000Z,0,64806,2026-09-24T21:36:39.067Z
40025795,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-03 COMBUSTIBLES Y LUBRICANTES,,2026-06-01T00:00:00.000Z,0,109764,2026-09-24T21:36:39.067Z
40025798,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-08 FLETES Y GASTOS DESPACHO,,2026-03-01T00:00:00.000Z,0,21269,2026-09-24T21:36:39.067Z
40025799,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-09 OTROS GASTOS DE EXPLOTACION,,2026-01-01T00:00:00.000Z,0,2660312,2026-09-24T21:36:39.067Z
40025799,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-09 OTROS GASTOS DE EXPLOTACION,,2026-02-01T00:00:00.000Z,0,2577476,2026-09-24T21:36:39.067Z
40025799,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-09 OTROS GASTOS DE EXPLOTACION,,2026-03-01T00:00:00.000Z,0,2939761,2026-09-24T21:36:39.067Z
40025799,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-09 OTROS GASTOS DE EXPLOTACION,,2026-04-01T00:00:00.000Z,0,3303378,2026-09-24T21:36:39.067Z
40025799,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-09 OTROS GASTOS DE EXPLOTACION,,2026-06-01T00:00:00.000Z,0,3335284,2026-09-24T21:36:39.067Z
40025801,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-12 SEGUROS,,2026-01-01T00:00:00.000Z,0,91838,2026-09-24T21:36:39.067Z
40025801,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-12 SEGUROS,,2026-02-01T00:00:00.000Z,0,91689,2026-09-24T21:36:39.067Z
40025801,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-12 SEGUROS,,2026-03-01T00:00:00.000Z,0,91999,2026-09-24T21:36:39.067Z
40025801,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-12 SEGUROS,,2026-04-01T00:00:00.000Z,0,92038,2026-09-24T21:36:39.067Z
40025801,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-12 SEGUROS,,2026-05-01T00:00:00.000Z,0,92866,2026-09-24T21:36:39.067Z
40025801,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-12 SEGUROS,,2026-06-01T00:00:00.000Z,0,94128,2026-09-24T21:36:39.067Z
40025801,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-12 SEGUROS,,2026-07-01T00:00:00.000Z,0,94337,2026-09-24T21:36:39.067Z
40025801,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-12 SEGUROS,,2026-08-01T00:00:00.000Z,0,471780,2026-09-24T21:36:39.067Z
40025978,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-31 ASESORIAS,,2026-01-01T00:00:00.000Z,0,1096596,2026-09-24T21:36:39.067Z
40025978,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-31 ASESORIAS,,2026-02-01T00:00:00.000Z,0,628353,2026-09-24T21:36:39.067Z
40025978,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-31 ASESORIAS,,2026-03-01T00:00:00.000Z,0,629385,2026-09-24T21:36:39.067Z
40025978,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-31 ASESORIAS,,2026-04-01T00:00:00.000Z,0,632785,2026-09-24T21:36:39.067Z
40025978,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-31 ASESORIAS,,2026-06-01T00:00:00.000Z,0,644123,2026-09-24T21:36:39.067Z
40026103,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-38 ART.DE COCINA,,2026-01-01T00:00:00.000Z,0,40719,2026-09-24T21:36:39.067Z
40026103,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-38 ART.DE COCINA,,2026-02-01T00:00:00.000Z,0,98751,2026-09-24T21:36:39.067Z
40026103,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-38 ART.DE COCINA,,2026-04-01T00:00:00.000Z,0,168609,2026-09-24T21:36:39.067Z
40026103,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-38 ART.DE COCINA,,2026-06-01T00:00:00.000Z,0,1458049,2026-09-24T21:36:39.067Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-01-01T00:00:00.000Z,0,55600,2026-09-24T21:36:39.067Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-02-01T00:00:00.000Z,0,55000,2026-09-24T21:36:39.067Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-04-01T00:00:00.000Z,0,400,2026-09-24T21:36:39.067Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-05-01T00:00:00.000Z,0,55000,2026-09-24T21:36:39.067Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-06-01T00:00:00.000Z,0,111800,2026-09-24T21:36:39.067Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-07-01T00:00:00.000Z,0,55250,2026-09-24T21:36:39.067Z
40026120,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-39 ESTACIONAMIENTO,,2026-08-01T00:00:00.000Z,0,55000,2026-09-24T21:36:39.067Z
40026652,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-90 ARTICULOS DESECHABLES,,2026-01-01T00:00:00.000Z,0,380836,2026-09-24T21:36:39.067Z
40026652,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-90 ARTICULOS DESECHABLES,,2026-02-01T00:00:00.000Z,0,329957,2026-09-24T21:36:39.067Z
40026652,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-90 ARTICULOS DESECHABLES,,2026-03-01T00:00:00.000Z,0,661705,2026-09-24T21:36:39.067Z
40026652,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-90 ARTICULOS DESECHABLES,,2026-04-01T00:00:00.000Z,0,318319,2026-09-24T21:36:39.067Z
40026652,4,Total Pérdidas,4101 COSTOS DE EXPLOTACION,4101-90 ARTICULOS DESECHABLES,,2026-06-01T00:00:00.000Z,0,454615,2026-09-24T21:36:39.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-01-01T00:00:00.000Z,0,8908097,2026-09-24T21:36:39.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-02-01T00:00:00.000Z,0,8638706,2026-09-24T21:36:39.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-03-01T00:00:00.000Z,0,9100618,2026-09-24T21:36:39.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-04-01T00:00:00.000Z,0,8868881,2026-09-24T21:36:39.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-05-01T00:00:00.000Z,0,8453300,2026-09-24T21:36:39.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-06-01T00:00:00.000Z,0,8866156,2026-09-24T21:36:39.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-07-01T00:00:00.000Z,0,8602338,2026-09-24T21:36:39.067Z
40025809,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-01 REMUNERACIONES TRABAJADORES,,2026-08-01T00:00:00.000Z,0,8419786,2026-09-24T21:36:39.067Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-03-01T00:00:00.000Z,0,23600,2026-09-24T21:36:39.067Z
40025810,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-02 HONORARIOS PROFESIONALES,,2026-08-01T00:00:00.000Z,0,2796460,2026-09-24T21:36:39.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-01-01T00:00:00.000Z,0,791772,2026-09-24T21:36:39.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-02-01T00:00:00.000Z,0,809334,2026-09-24T21:36:39.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-03-01T00:00:00.000Z,0,815436,2026-09-24T21:36:39.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-04-01T00:00:00.000Z,0,819756,2026-09-24T21:36:39.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-05-01T00:00:00.000Z,0,815294,2026-09-24T21:36:39.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-06-01T00:00:00.000Z,0,822107,2026-09-24T21:36:39.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-07-01T00:00:00.000Z,0,873872,2026-09-24T21:36:39.067Z
40025811,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-03 LEYES SOCIALES,,2026-08-01T00:00:00.000Z,0,924280,2026-09-24T21:36:39.067Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-01-01T00:00:00.000Z,0,64140,2026-09-24T21:36:39.067Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-02-01T00:00:00.000Z,0,14244,2026-09-24T21:36:39.067Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-03-01T00:00:00.000Z,0,31026,2026-09-24T21:36:39.067Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-04-01T00:00:00.000Z,0,58059,2026-09-24T21:36:39.067Z
40025812,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-04 GASTOS DE OFICINA,,2026-06-01T00:00:00.000Z,0,33437,2026-09-24T21:36:39.067Z
40025814,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-06 MANT VEHICULOS Y EQ TRANSP,,2026-02-01T00:00:00.000Z,0,144328,2026-09-24T21:36:39.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-01-01T00:00:00.000Z,0,385106,2026-09-24T21:36:39.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-02-01T00:00:00.000Z,0,218606,2026-09-24T21:36:39.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-03-01T00:00:00.000Z,0,283646,2026-09-24T21:36:39.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-04-01T00:00:00.000Z,0,1196906,2026-09-24T21:36:39.067Z
40025815,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-07 MANTENC. EQUIP. Y EDIFICIOS,,2026-06-01T00:00:00.000Z,0,268963,2026-09-24T21:36:39.067Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-01-01T00:00:00.000Z,0,128832,2026-09-24T21:36:39.067Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-02-01T00:00:00.000Z,0,16483,2026-09-24T21:36:39.067Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-03-01T00:00:00.000Z,0,15925,2026-09-24T21:36:39.067Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-04-01T00:00:00.000Z,0,15948,2026-09-24T21:36:39.067Z
40025818,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-10 GASTOS BANCARIOS,,2026-06-01T00:00:00.000Z,0,32301,2026-09-24T21:36:39.067Z
40025819,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-11 INTERESES Y MULTAS,,2026-01-01T00:00:00.000Z,0,172509,2026-09-24T21:36:39.067Z
40025820,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-12 LEGALES Y NOTARIALES,,2026-03-01T00:00:00.000Z,0,6900,2026-09-24T21:36:39.067Z
40025820,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-12 LEGALES Y NOTARIALES,,2026-07-01T00:00:00.000Z,0,2700,2026-09-24T21:36:39.067Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-01-01T00:00:00.000Z,0,1852117,2026-09-24T21:36:39.067Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-02-01T00:00:00.000Z,0,1816563,2026-09-24T21:36:39.067Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-03-01T00:00:00.000Z,0,1938927,2026-09-24T21:36:39.067Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-04-01T00:00:00.000Z,0,1886503,2026-09-24T21:36:39.067Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-05-01T00:00:00.000Z,0,1772287,2026-09-24T21:36:39.067Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-06-01T00:00:00.000Z,0,1899001,2026-09-24T21:36:39.067Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-07-01T00:00:00.000Z,0,1829291,2026-09-24T21:36:39.067Z
40025822,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-14 GRATIFICACIONES,,2026-08-01T00:00:00.000Z,0,1788634,2026-09-24T21:36:39.067Z
40025826,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-18 SEGUROS,,2026-01-01T00:00:00.000Z,0,41409,2026-09-24T21:36:39.067Z
40025826,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-18 SEGUROS,,2026-02-01T00:00:00.000Z,0,41403,2026-09-24T21:36:39.067Z
40026013,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-20 COMISIONES,,2026-01-01T00:00:00.000Z,0,160366,2026-09-24T21:36:39.067Z
40026013,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-20 COMISIONES,,2026-02-01T00:00:00.000Z,0,152468,2026-09-24T21:36:39.067Z
40026013,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-20 COMISIONES,,2026-03-01T00:00:00.000Z,0,151748,2026-09-24T21:36:39.067Z
40026013,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-20 COMISIONES,,2026-04-01T00:00:00.000Z,0,152360,2026-09-24T21:36:39.067Z
40026013,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-20 COMISIONES,,2026-05-01T00:00:00.000Z,0,153550,2026-09-24T21:36:39.067Z
40026013,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-20 COMISIONES,,2026-06-01T00:00:00.000Z,0,161670,2026-09-24T21:36:39.067Z
40026013,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-20 COMISIONES,,2026-07-01T00:00:00.000Z,0,164379,2026-09-24T21:36:39.067Z
40026013,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-20 COMISIONES,,2026-08-01T00:00:00.000Z,0,176590,2026-09-24T21:36:39.067Z
40026078,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-21 Peajes,,2026-01-01T00:00:00.000Z,0,122255,2026-09-24T21:36:39.067Z
40026078,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-21 Peajes,,2026-02-01T00:00:00.000Z,0,108011,2026-09-24T21:36:39.067Z
40026078,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-21 Peajes,,2026-03-01T00:00:00.000Z,0,115112,2026-09-24T21:36:39.067Z
40026078,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-21 Peajes,,2026-04-01T00:00:00.000Z,0,85461,2026-09-24T21:36:39.067Z
40026078,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-21 Peajes,,2026-06-01T00:00:00.000Z,0,34377,2026-09-24T21:36:39.067Z
40025829,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-25 GAS,,2026-01-01T00:00:00.000Z,0,451597,2026-09-24T21:36:39.067Z
40025829,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-25 GAS,,2026-02-01T00:00:00.000Z,0,686527,2026-09-24T21:36:39.067Z
40025829,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-25 GAS,,2026-03-01T00:00:00.000Z,0,482350,2026-09-24T21:36:39.067Z
40025829,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-25 GAS,,2026-04-01T00:00:00.000Z,0,659594,2026-09-24T21:36:39.067Z
40025829,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-25 GAS,,2026-06-01T00:00:00.000Z,0,994026,2026-09-24T21:36:39.067Z
40025830,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-26 LOCOMOCION Y COLACION,,2026-01-01T00:00:00.000Z,0,204167,2026-09-24T21:36:39.067Z
40025830,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-26 LOCOMOCION Y COLACION,,2026-02-01T00:00:00.000Z,0,204167,2026-09-24T21:36:39.067Z
40025830,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-26 LOCOMOCION Y COLACION,,2026-03-01T00:00:00.000Z,0,225833,2026-09-24T21:36:39.067Z
40025830,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-26 LOCOMOCION Y COLACION,,2026-04-01T00:00:00.000Z,0,215000,2026-09-24T21:36:39.067Z
40025830,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-26 LOCOMOCION Y COLACION,,2026-05-01T00:00:00.000Z,0,192500,2026-09-24T21:36:39.067Z
40025830,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-26 LOCOMOCION Y COLACION,,2026-06-01T00:00:00.000Z,0,189167,2026-09-24T21:36:39.067Z
40025830,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-26 LOCOMOCION Y COLACION,,2026-07-01T00:00:00.000Z,0,191667,2026-09-24T21:36:39.067Z
40025830,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-26 LOCOMOCION Y COLACION,,2026-08-01T00:00:00.000Z,0,182500,2026-09-24T21:36:39.067Z
40025832,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-30 ARRIENDOS,,2026-01-01T00:00:00.000Z,0,9095378,2026-09-24T21:36:39.067Z
40025832,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-30 ARRIENDOS,,2026-02-01T00:00:00.000Z,0,9210423,2026-09-24T21:36:39.067Z
40025832,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-30 ARRIENDOS,,2026-03-01T00:00:00.000Z,0,8652024,2026-09-24T21:36:39.067Z
40025832,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-30 ARRIENDOS,,2026-04-01T00:00:00.000Z,0,9899365,2026-09-24T21:36:39.067Z
40025832,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-30 ARRIENDOS,,2026-06-01T00:00:00.000Z,0,9427952,2026-09-24T21:36:39.067Z
40025833,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-31 TELEFONOS TELEX CORREO,,2026-01-01T00:00:00.000Z,0,171985,2026-09-24T21:36:39.067Z
40025833,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-31 TELEFONOS TELEX CORREO,,2026-02-01T00:00:00.000Z,0,171899,2026-09-24T21:36:39.067Z
40025833,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-31 TELEFONOS TELEX CORREO,,2026-03-01T00:00:00.000Z,0,172223,2026-09-24T21:36:39.067Z
40025833,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-31 TELEFONOS TELEX CORREO,,2026-04-01T00:00:00.000Z,0,172541,2026-09-24T21:36:39.067Z
40025833,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-31 TELEFONOS TELEX CORREO,,2026-06-01T00:00:00.000Z,0,175284,2026-09-24T21:36:39.067Z
40025835,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-37 SERVICIOS COMPUTACIONALES,,2026-01-01T00:00:00.000Z,0,16279,2026-09-24T21:36:39.067Z
40025835,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-37 SERVICIOS COMPUTACIONALES,,2026-02-01T00:00:00.000Z,0,69517,2026-09-24T21:36:39.067Z
40025835,4,Total Pérdidas,4201 GASTOS DE ADMINISTRACION,4201-37 SERVICIOS COMPUTACIONALES,,2026-03-01T00:00:00.000Z,0,17969,2026-09-24T21:36:39.067Z
